		From the collection of the n m o Prejinger library p
San Francisco	LOCATION	,
California	LOCATION	2006 1845 1847 1853 LIBRARY ESTABLISHED Ic72 THE DIAL Semi-Monthly Journal of Literary Criticism , Discussion , and Information VOLUME XXIII .

		JULY i TO
DECEMBER 16 , 1897	DATE	CHICAGO : THE DIAL COMPANY , PUBLISHERS
1897	DATE	' INDEX TO VOLUME XXIII .

		FAOB ACADEMY GAME , THE 381 AMERICAN FICTION , NEW IDEAL IN .


Margaret Steele Anderson	PERSON	.

		.

		269 AMERICAN HISTORY , MONOGRAPHS IN
Edward E. Sparks	PERSON	... 90 AMERICAN LITERATURE .


Anna B. McMahan	PERSON	... 87 AMERICAN REVOLUTION , LITERARY HISTORY OF THE ...
B. A. Hinsdale	PERSON	143 '' AMERICAN STYLE ''
Edmund Kemper Broadus	PERSON	.

		139 ART AND LIFE .

		. '

		.

		. ''

		,
Edward E. Hale	PERSON	, Jr. ... 181 BALKANS , ETERNAL PROBLEM OF THE
Charles H. Cooper	PERSON	... 70 BALLIOL , THE LATE MASTER OF
C. A. L. Richards	PERSON	... 8
BARD	ORGANIZATION	, AN ENGLISH , AND HIS SCOTCH EDITOR ... .

		.


Melville B. Anderson	PERSON	... 113 BIBLE , FOCALIZED ON
THE Ira	ORGANIZATION	M. Price 117 BIRD BOOK , A MONUMENTAL .

		.


Sara A. Hubbard	PERSON	... 333 BISMARCK AND THE GERMAN EMPIRE
Charles H. Cooper	PERSON	... 250 BOOKS , DECORATIVE ILLUSTRATION OF .


Frederick W. Gookin	PERSON	... 68 BOOKS FOR THE YOUNG ,
1897	DATE	342 , 398 BOOKS OF THE FALL SEASON OF 1897 137
BOSWELL	LOCATION	, A PENDANT TO 142 BRITISH CENTRAL
AFRICA	LOCATION	, .

		SIR
HARRY JOHNSTON	PERSON	IN 178 BRITISH
NAVY	ORGANIZATION	, HISTORY OF THE Ill
BROWNING	PERSON	, MRS. , LETTERS OF
Louis	PERSON	J. Block 274 CARLYLE 'S MOST CHARACTERISTIC WORK , FIRST ANNOTATION OF
D. L. Maulsby	PERSON	88
CHICAGO	LOCATION	PUBLIC LIBRARY , THE 207 CONSTITUTION , EVOLUTION OF A
James Oscar Pierce	PERSON	... 67 CONTINENTAL LITERATURE , A YEAR OF 61 , 83 DE VERB , AUBREY , RECOLLECTIONS OF
Louis	PERSON	J. Block 248 DRAMA , PRE-SHAKESPEARIAN
Albert H. Tolman	PERSON	... 389 DRAMA , VICTORIAN
Tuley Francis Huntington	PERSON	.

		, 247 EAST , SECRET OF THE
Edward E. Hale	PERSON	, Jr. ... 42 EDUCATION , RECENT STUDIES IN
Hiram M. Stanley	PERSON	... 219
EGYPT	LOCATION	, CORRESPONDENCE OF Two KINGS OF ,
1500	DATE	B. C. .


James Henry Breasted	PERSON	... 116 ENGLISH , TEACHING OF , ONCE MORE 35 ENGLISH WORDS , STUDY OF
Margaret Cooper McGiffert	PERSON	.

		217 EX-PRESIDENT 'S VIEWS OF HIS COUNTRY
Harry Pratt Judson	PERSON	... 386 FAITH AND PHILOSOPHY
John Bascom	PERSON	71 FAITH INSTINCTIVE
John Bascom	PERSON	148 FICTION , RECENT WUliamMortonPaynel8 .9 l ,282,389
FRANCE	LOCATION	PREPARING FOR THE REVOLUTION
James West/all Thompson	PERSON	.

		.

		277 GREEK LITERATURE ,
MURRAY	PERSON	'S HISTORY OF
Martin L. D'Ooye	PERSON	... 89 HERO-WORSHIP 105 HISTORY , EARLY NORTHWESTERN , MORE LIGHT ON ...
B. A. Hinsdale	PERSON	40 HOLIDAY PUBLICATIONS OF
1897	DATE	334 , 392 JUBILEE RETROSPECT , A 5 KNOWLEDGE , FOUNDATIONS OF
Frank Chapman	PERSON	Sharp .

		.

		215 LINES , MAGIC
S. R. Elliott	PERSON	239 LITERARY ANNIVERSARY , A 173 LITERARY VALUES
Charles Leonard Moore	PERSON	... 175 MAN AND CIVILIZATION , STUDY OF
Frederick Starr	PERSON	86 MAN AND DESTINY , ESSAYS ON
Frederick Starr	PERSON	218 MEDIAEVAL LITERATURE , STUDIES IN
William Morton Payne	PERSON	... 45
MULLER	PERSON	, MAX ,
ANDREW LANG	PERSON	'S BOUT WITH
Frederick Starr	PERSON	388 NATURE AND WILD LIFE ,
Sara A. Hubbard	PERSON	... 12 NAVAJOS , LEGENDS AND Music OF THE
Frederick Starr	PERSON	146 NEW TESTAMENT , STUDIES IN THE
