		From the collection of the d m z n m o Prejinger v Uibrary b t w p c
San Francisco	LOCATION	,
California	LOCATION	2007 ' .

		^ vjrence p ^ / c LISRA RY ESTABLISH 1872 LAWRENCE ,
MASS.	LOCATION	.

		Digitized by the Internet Archive in
2007	DATE	with funding from
Microsoft	ORGANIZATION	Corporation http://www.archive.org/details/dialliterarycrit35browrich THE DIAL c/7 Semi-Montbly Journal of Literary Criticism , Discussion , and Information VOLUME XXXV .


July 1	DATE	to
December 16 , 1903	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1903	DATE	INDEX TO VOLUME XXXV .

		PAGE Alcohol ,
Physiological Effects of T. D. A. Cockerell 119 America	ORGANIZATION	's Oriental Diplomacy
James Oscar Pierce	PERSON	34
America	LOCATION	's Place in History
James Oscar Pierce	PERSON	9 Art , Four Books on
Alice Brown	PERSON	173 Books for the
Young	ORGANIZATION	,
1903	DATE	429 , 476 Books of the
Fall Season	ORGANIZATION	of
1903	DATE	159 Book Lover 's Small-Talk , A
Ingram A. Pyle 413 Burr	PERSON	,
Aaron	PERSON	, The Conspiracy of
Laurence M. Larson	PERSON	... 61 Children 's Books , Illustrating of
Walter Taylor	PERSON	Field 457
Confederate General	ORGANIZATION	, Reminiscences of a ...
James Oscar Pierce	PERSON	302
Continental Literature	ORGANIZATION	, A Year of 53 , 111 Critical Self-Consciousness , Our 207 Dante , Books about
William Morton Payne	PERSON	... 418 Disraeli Self - Portrayed
Percy F. Bicknell	PERSON	461 Education , Timely Problems in
Henry Davidson Sheldon	PERSON	... 92
Elers	PERSON	, Captain , of the
Twelfth Foot Wallace Rice 212 Emerson	ORGANIZATION	, Letters and Recollections of
Annie Russell Marble	PERSON	... 13 England in the
Nineteenth Century E. D. Adams	ORGANIZATION	255 Explorations , A
Century of Ira M. Price 60 Fiction	ORGANIZATION	, Recent
William Morton Payne	PERSON	.

		63 , 218 , 260 Finance , Private and Public ,
Recent Discussions	ORGANIZATION	in
M. B. Hammond 308 Fox	PERSON	, and his Part in English Politics
Charles H. Cooper 417 Gladstone	PERSON	,
Morley	PERSON	's
