		1845 1347 LIBRARY ESTABLISHED 187 LAWRENCE ,
MASS.	LOCATION	.

		^ 2 Digitized by the Internet Archive in
2007	DATE	with funding from
Microsoft Corporation	ORGANIZATION	http://www.archive.org/details/dialliterarycrit48browrich fcjr .

		THE DIAL oA Semi - Monthly Journal of Public_Ubrary Literary Criticism , Discussion , and Information VOLUME XLVIII .


January 1	DATE	to
June 16 , 1910	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1910	DATE	INDEX TO VOLUME XLVIII .

		PAOK African Big Game , Stories about HE .

		Coblentz 151 American Diplomat , Career of an
W. H. Johnson	PERSON	353 American Life , Problems and Tendencies of ...
Frederic Austin Ogg	PERSON	276 American Literature , A Survey of
W. E. Simonds	PERSON	13 American Literature , The Interregnum in ...
Charles Leonard Moore	PERSON	... 307 American Preacher , A Venerable
Lewis A. Rhoades	PERSON	46 American Revolution ,
New Narrative	ORGANIZATION	of the ...
Annie Heloise Abel	ORGANIZATION	146 American Soldier and Mystic , An
Walter L. Fleming	PERSON	317 American Students in
Germany	LOCATION	, The First ...
Ellen C. Hinsdale 187 Architectural Expression	ORGANIZATION	, Principles of
Irving K. Pond	PERSON	240 Bible Students , New Apparatus for
Ira Maurice Price 149 Biological Literature	ORGANIZATION	, A Classic of
Raymond Pearl 316 Bjornson	PERSON	,
Bjornstjerne 107 Bourbons	PERSON	, Return of the
Roy Temple House 148 Chicago Before	ORGANIZATION	the Fire WUliam
Morton Payne	PERSON	... 319 Cities , The Government of
Henry R. Spencer	PERSON	48 Critic , Being a
Charles Leonard Moore	PERSON	... 137 Criticism ,
Philosopic Doubts Concerning 3 Dante	ORGANIZATION	in English Literature
Melville B. Anderson	PERSON	... 43 Degenerate , A Gifted
Richard Burton	PERSON	147 '' Dial , The , '' Thirtieth Anniversary of : Letters to the Editor 325 , 363 Diplomatic Life , Fifteen Years of
Percy F. Bicknell	PERSON	144 Drama , New Studies of the
Garland Greever	ORGANIZATION	268 English Historian , A Great
John Bascom	PERSON	85 English Romantic Poets
W. E. Simonds	PERSON	■ 313 Essays in Divers
Moods Percy F. Bicknell	PERSON	384 Evolution House-Cleaning
Raymond Pearl	PERSON	12 Fan , Lore and Romance of the
Edith Kellogg Dunton	PERSON	... 239 Fiction , Recent
William Morton Payne	PERSON	.

		17 , 242 , 393 Forbidden Land , A Traveller in the
Charles Atwood Kofoid	PERSON	... 192 French , The Genius of the
Ellen FitzGerald 355 Garden Books	ORGANIZATION	, A
Varied Group	ORGANIZATION	of
Sara Andrew Shafer	PERSON	... 386 Geologist , The Biography of a Famous
Percy F. Bicknell	PERSON	82 Greek Culture and Modern Life
W. H. Johnson	PERSON	14 Guide Books , The Charm of
Willis Boyd Allen 381 Health	ORGANIZATION	, Character , and
Eyesight 87 History	ORGANIZATION	.

		Imagination in 35 '' Hoosier Schoolmaster , '' The , Revealed
Percy F. Bicknell	PERSON	312
Japan	LOCATION	, New , Fifty Years of
William Elliot Griffis	PERSON	... 267
Joan	PERSON	of Arc : An Anti-Clerical View
Laurence M. Larson	PERSON	197 Keats-Shelley Memorial , The 185 Landscape , Modern
Edward E. Hale	PERSON	, Jr 425 Library Interests of
Chicago	LOCATION	, The 77 Library Press of
1909	DATE	, Gleanings from the ...
Aksel G. S. Josephson	PERSON	... 77 Light , The Long Path of
John Bascom	PERSON	352 Literary Censorship 135 Literary
London	LOCATION	, Letter from
Clement K. Shorter	PERSON	8 Literature , The Bankruptcy of 227
Mansfield	ORGANIZATION	,
Richard	PERSON	, Authorized Biography of ...
Percy F. Bicknell	PERSON	114 Mill Revealed in his Letters
Paul Shorey	PERSON	417 Mark Twain 305 Modern
Italy	LOCATION	,
Two Heroes of Roy Temple House	ORGANIZATION	349 Music , Modern , The Prophet of
Louis James Block 195 Musician	PERSON	, Life-Story of a Great
Anna M. Rhoades	PERSON	275 National Academies
Charles Leonard Moore	PERSON	... 5 Nature Virtues , The May
