		■
Mfl	ORGANIZATION	1845 184-7
1853	DATE	' V ESTABklSHcQ iEv2 mmmmmmnt .

		- , | Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit40browrich ' / a Q.Cnjf -LSB- - f THE DIAL -LRB- y ?

		Semi-Montbly Journal of Literary Criticism , Discussion , and Information '' • • ' • c ' i. .

		* i ^ - VOLUME XL .


January 1	DATE	to
June 16 , 1906	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1906	DATE	v > ^ 5 3 3 ^ Tfef .

		INDEX TO VOLUME XL .

		PAGB Academic Welfare 31 Actor 's Memories of a Fellow Actor
Percy F. Bicknell	PERSON	316
Alabama	LOCATION	ix War-Time asd After .


James Wilford Gamer	PERSON	... 150 Americax Diplomacy , Meaning and Influence of .

		.


Frederic Austin Ogg	PERSON	... 190
American Men of Letters	ORGANIZATION	, Two
W. E. Simonds	PERSON	119
American University	ORGANIZATION	, Three Decades of the .

		F.
B. B. HeUems	PERSON	289 Apostle of Clear Thinking , An
Percy F. Bicknell	PERSON	285
Carlyle	ORGANIZATION	's Biographer , A Biography of
Percy F. Bicknell	PERSON	80 Celtic Literatltre
Charles Leonard Moore	PERSON	... 185 Christianity , The Basis of
T. D. A. CockereU 323 Churchill	ORGANIZATION	,
Lord Randolph E. D. Adams	PERSON
385 City	LOCATION	, The .

		as Democracy 's Hope
Charles Ziieblin	PERSON	230 Commercial Traveller in the Land of Pizabbo .


Thomas H. Macbride	PERSON	... 322
Continental Literature	ORGANIZATION	, A Year of 34 Earth 's History , New Theories of the
H. Foster Bain 384 Education	ORGANIZATION	, A
New History of Edward 0	ORGANIZATION	.

		Sisson 116
England	LOCATION	, An
Oxford History of St. George L. Sioussai	ORGANIZATION	... 122 English King , Two Views of a Great
Laurence M. Larson	PERSON	291 English Naturalists , The Doyen of
T. D. A. CockereU	PERSON	11 European Diplo ^ iacy in its Beginnings
David Y. Thomas 9 Fiction	PERSON	, Recent
William Morton Payne	PERSON	15,158,262,364 : Fiction ,
The Cardinal Virtues of 221 Field Libraries Melvil Dewey 75 France , Monarchy	ORGANIZATION	or Republic in
Henry E. Bourne	PERSON	295 French Dramatists , The Greatest of H. C
Chatfield	LOCATION	-
Taylor	PERSON	... 192 French Literatltie , Studies in
Arthur G. Canjield	PERSON	13 Garden Blooms and Ways
Sara Andrew Shafer	PERSON	... 359 Gardeners , The Greatest of Modern
Thomas H. Macbride	PERSON	... 47
Goethe Biography	ORGANIZATION	, A Definitive
Lewis A. Rhoades	PERSON	85 Government Docltients 283 Greek Tragic Stage , A Philosophical Radical on the
F. B. R. Hellems 389 Ibsen	PERSON	,
Henrik 351 Ibsen Intime 379 Immigration Problem	ORGANIZATION	, Studies of the
Frederic Austin Ogg	PERSON	... 257 Immortality , What Is ?

		T.
D. A. CockereU 228 Irish Patriot	ORGANIZATION	, Autobiography of an
Percy F. Bicknell	PERSON	37 Irish Story-Teller , A Rollicking
Percy F. BickneU 382 Jackson	PERSON	,
Andrew	PERSON	, to
Andrew Johnson Edwin E. Sparks	PERSON	229
Japan	LOCATION	's Ancient Religion
William Elliot Griffis	PERSON	... 255 Japanese Architecture and Allied Arts
Frederick W. Gookin	PERSON	... 192 Lamb 's Latest Biographer
Percy F. Bicknell	PERSON	6 Lastdscape Art , Modern , The Founder of ... .


Walter Cranston	PERSON	Lamed ... 256 Life-Saving as a
Military Science WiUiam Elliott Griffis	ORGANIZATION	... 388 Mastery , The Masterliness of
Charles H. Cooper	PERSON	254 Military Criticism of the Late W.ut
William Elliot Griffis	PERSON	... 194 Novel at the Bar , The 141 Novels , Notes on
New 18 Orient	LOCATION	, Re-shaping of the
Frederic Austin Ogg	PERSON	... 317 Pagan World , The Old Untroubled F
B. R. Hellems	PERSON	196 Poet for Poets , A 3 Poetry , Contemporary , Notes on
Martha Hale Shackford	PERSON	... 249 Poetry ,
Recent American WiUiam Morton Payne	ORGANIZATION	... 125 Poetry , Recent English WiUiam
Morton Payne	PERSON	... 325 Point of Departure , A 109 Precepts for the Young , and Reflections for the Old T D. A. CockereU 151 Pre-Raphaelitism from a New Angle
Edith Kellogg Dunton	PERSON	... 113
Provence	LOCATION	: Its History , Art , ant > Literature ...
Josiah Renick Smith	PERSON	... 39 Railway-Rate Discussion , Some
Cltirent H. Parker	PERSON	WiUis 82 IV .

		INDEX Reading , Indiscriminate , The Delights of ... .


Percy F. Bicknell Ill Reason	ORGANIZATION	in Religion and in Art
A. K. Rogers 87 Reynolds	PERSON	, Sir
Joshua	PERSON	, and his Work
Charles Henry Hart	PERSON	... 225
St. Lawrence	LOCATION	, Discoverer of the
Lawrence J. Burpee	PERSON	260 Sandwich Island Souvenirs
Percy F. Bicknell 223 Schiller	PERSON	, A Re-valuation of .

		Starr Willard Cutting ... 41 School , The Library in the 73 Sea Power and the War of 1812
Anna Heloise Abel 45 Shakespeare	PERSON	, Two Recent Books on
Charles H. A. Wager	PERSON	... 89 Shakespearean Table-Talk
Edward E. Hale	PERSON	, Jr 148 Slavery and Its Aftermath
W. E. Burghardt Du Bois	PERSON	... 294 Social Science , Partisans and Historians in ...
Charles Richmond Henderson	PERSON	.

		296 Sociological Theory , Main Currents in
Frank W. Blackmar	PERSON	... 146 Sportsman-Naturalist , Tales of a
Charles Atwood Kofoid	PERSON	... 356 Teaching Profession , The 313
Thoreau	PERSON	and his Critics
Gilbert P. Coleman	PERSON	352 Travels by Sea and Land
H. E. Coblentz	PERSON	360 Travellers in Many
Lands H. E. Coblentz	PERSON	232 Tree Book ,
The American Bohnmil Shimek	ORGANIZATION	358 Victorian Celebrities , A Girl 's Impressions of .

		.


Percy F. Bicknell	PERSON	188
Walpole Letters	ORGANIZATION	, Old and
New H.W. Boynton	ORGANIZATION	320 Whitman , The Real and the Ideal
Percy F. Bicknell	PERSON	144 Announcements of Spring Books ,
