		From the collection of the z n m o PreTinger i a
Uibrary San Francisco	LOCATION	,
California	LOCATION	2006 1847 1853 vf
Otf	ORGANIZATION	* ENCE PU BL/C LI3RA2Y E ^ TnBLioHi-iJ 1872 LAWRENCE ,
MASS.	LOCATION	.

		THE DIAL A Semi-Monthly Journal of Literary Criticism , Discussion , and Information VOLUME
LVI	ORGANIZATION	.

		JANUARY 1 TO
JUNE 16 , 1914	DATE	CHICAGO THE
HENRY O. SHEPARD	PERSON	CO. .

		1914 7 o INDEX TO VOLUME
LVI	ORGANIZATION	.

		PAGE
A. L. A.	PERSON	, THE , AT THE NATIONAL CAPITAL
Aksel G. S. Josephson	PERSON	485 ACTIVE LIFE , THE STORY OF AN Norman Foerster 414 AMERICAN AND FRENCH IDEALS 89 AMERICAN ARCHITECT , A GREAT .

		;
Sidney Fiske Kimball	PERSON	384 AMERICAN HISTORIES , THE CONCLUSION OF Two IMPORTANT
David Y. Thomas	PERSON	... ' ... 179 AMERICAN HISTORY , IDEALISTIC FORCES IN
Carl Becker	PERSON	140 AMERICAN POET , A NEGLECTED
Charles Leonard Moore	PERSON	7 '' AMERICANS , THE CHARM OF '' 165 ART , THE MEANING OF
Louis	PERSON	I. Bredvold 343 BEASTS OF BURDEN 327 CAMBRIDGE ENGLISH LITERATURE , NEW VOLUMES OF THE .

		Lane Cooper 456
CANADA	LOCATION	OF TO-DAY AND TO-MORROW Laivrence J. Burpee 20 CHILDREN WHAT THEY SHOULD KNOW 483
CHINA	LOCATION	'S '' GRAND OLD MAN ''
O. D. Wannamaker	PERSON	142 CINEMATOGRAPH CRAZE , THE 129 CIVIL WAR , NEW LIGHT ON THE
Ephraim Douglass Adams	PERSON	... 291 CONSECRATED LIFE , THE 403 '' CYMBELINE , '' THE VARIORUM
Samuel A. Tannenbaum	PERSON	... 184 DANE , A GREAT 447
DEARBORN	LOCATION	, FORT , AND THE OLD NORTHWEST
William V. Pooley	PERSON	341 DOGBERRY 'S LATEST 369 DRAMA , CONTEMPORARY , GUIDES TO THE
James W. Tupper	PERSON	56 EDUCATION , TRAGEDY AND TREASON IN
Thomas Percival Beyer	PERSON	... 338 EGYPTIAN BOOK OF THE DEAD , THE
T. G. Allen	PERSON	382
ENGLAND	LOCATION	, A NEW HISTORY OF
L. E. Robinson	PERSON	106 ENGLISH LIBERALISM , AN ACCOUNT OF
Carl Becker	PERSON	18 FICTION , RECENT
Lucian Gary	PERSON	504 FICTION , RECENT
William Morton Payne	PERSON	.

		.

		21,247 , 421 FOLK-BALLADS OF SOUTHERN EUROPE
Martha Hale Shackford	PERSON	... 419 FRIENDSHIP , RECORDS OF A HAPPY
W. E. Simonds	PERSON	13 GIFTED FAMILY , GLIMPSES OF A
Percy ` F. Bicknell	PERSON	289 GRAIL , THE , IN A NEW LIGHT
Winifred Smith	PERSON	385
GREECE	LOCATION	, ANCIENT , RECORDS OF
Josiah Benick Smith	PERSON	176 HISTORY , AN INTERVIEW WITH THE MUSE OF
Carl Becker	PERSON	336 HOUSEHOLD DECORATION , EVOLUTION OF
Anna Benneson	PERSON	McMahan ... 298 IDEALIST , AN , IN PRACTICAL AFFAIRS
Percy F. Bicknell	PERSON	174
INDIA	LOCATION	, THE FUTURE OF
F. B. R. Hellems	PERSON	379 INSURANCE , SOCIAL
Alvin S. Johnson	PERSON	57
ITALY	LOCATION	, A DIPLOMATIST 'S WIFE IN
Percy F. Bicknell	PERSON	108
