		From the collection of the n m o
Prelinger	PERSON	i a JJibrary p
San Francisco	LOCATION	,
California	LOCATION	2006 1845 1847 1853 V LIBRARY ESTABLISHED Iu2 LAWRENCE , f , ; / .

		SS .

		THE DIAL Semi - Monthly Journal of Literary Criticism , Discussion , and Information VOLUME L
JANUARY 1 TO JUNE 16 , 1911	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1911	DATE	INDEX TO VOLUME L. PAGE
AMHERST	LOCATION	IDEA , THE ... , .

		- . '' ''

		. ''

		461 ANCIENTS ILLUMINATED , THE Grant Showerman 121 ART , MODERN , A CRITICISM OF
Edward E. Hale	PERSON	, Jr. ... 46 BALZAC , THE GENIUS OF
Lewis Piaget Shanks	PERSON	90 BIBLE TERCENTENARY , THE 287
BROWNING	PERSON	'S PERSONALITY , NEW LIGHT ON ...
Anna Benneson	PERSON	McMahan ... 207 CENSORSHIP OF FICTION , AND SOME OTHER MATTERS .

		.


E. H. Lacon Watson	PERSON	... 296
CHANCELLORSVILLE	LOCATION	, A NEW STUDY OF
James M. Garnett	PERSON	216 CHESTERTON 'S GARGOYLES
Edith Kellogg Dunton	PERSON	... 352 CHINA COLLECTOR , TRAFFICS AND DISCOVERIES OF A .

		.


Edith Kettogg Dunton	PERSON	... 475 CRITICISM , THE NEW .

		249 CULTURE AND BUSINESS
James Taft Hatfield	PERSON	... 11 DICKENS , DIVERTING DISSERTATIONS ON
Percy F. Bicknett	PERSON	214 DISRAELI 'S EARLIER CAREER
Lawrence M. Larson	PERSON	... 13 DRAMA , ELIZABETHAN AND JACOBEAN Lane Cooper ... .

		.

		302 DRESS IN
ENGLAND	LOCATION	, CURIOSITIES OF
Arthur Howard Noll	PERSON	... 394 EDUCATION , IDOLS OF 333 EDUCATION , MODERN , PROBLEMS OF
Joseph Jastrow	PERSON	341 EDUCATIONAL REFERENCE WORK , A GREAT M ' .

		V. O'Shea 349 EDUCATIONAL SYSTEM OF THE ELDER
MR. WELLER	PERSON	.

		.


Charles Leonard Moore	PERSON	... 335 EMPIRE-BUILDKR , THE LIFE OF AN
Percy F. Bicknett	PERSON	44 ENGLISH AND SCOTTISH RAMBLES OF A POET
Percy F. Bicknell	PERSON	391 FICTION , RECENT
William Morton Payne	PERSON	, 91 , 266 , 442 FOLK-SONGS , AMERICAN
Albert H. Tolman	PERSON	261 FRENCH REVOLUTION , A FRENCHMAN 'S STUDY OF THE .

		.


Fred Morrow	PERSON	Fling 212 FRENCH REVOLUTION , LORD ACTON ON THE
Henry E. Bourne	PERSON	476 FRENCH SINGERS OF THE OPEN AIR , SOME
Warren Barton Blake	PERSON	... 427
GERMANY	LOCATION	, MENACE OF , AN AMERICAN VIEW OF THE .

		.


David Y. Thomas 265 GOLDSMITH	PERSON	, OLIVER , NEWLY EXPLAINED
Edward Payson Morton	PERSON	... 472 GREEK POETRY , DISENGAGING THE ESSENCE OF ...
Fred B. R. Hellems 346 HEARN	PERSON	,
LAFCADIO	LOCATION	, LAST LETTERS OF
Frederick W. Gookin	PERSON	... 9 HEINE , THE MEMOIRS OF .

		.


James Taft Hatfield	PERSON	... 160 HIGGINSON ,
THOMAS WENTWORTH	PERSON	, 375
IRELAND	LOCATION	, LYRIC Louis James Block 122 LA FARGE , JOHN , A FRIEND 'S PORTRAIT OF
Frederick W. Gookin	PERSON	... 385 LAWS , THE NEEDLESS MAKING OF
David T. Thomas	PERSON	393 '' LET Us HAVE PEACE ! ''

		Grant Showerman 300 LIBRARIANS ' CONFERENCE AT
PASADENA	LOCATION	, THE 433 LIBRARY IN THE COMMUNITY , PLACE OF THE
Helen E. Haines	PERSON	463 LIBRARY MACHINERY vs. HUMAN NATURE 75 LIBRARY PRESS OF
1910	DATE	, ECHOES FROM THE
Aksel G. S. Josephson	PERSON	... 77 LIFE , A PHILOSOPHY OF
T. D. A. Cockerett	PERSON	304 LITERATURE , ENGLISH , IN SHAKESPEARE 'S LIFETIME .

		.


James W. Tupper	PERSON	156 LITERATURE , THE APPROACHES TO ... . '

		.

		.

		.

		; ... ' . ''

		. '

		.

		425 LORDS OF THE OCEAN , EARLIEST ... ' .

		j.v .

		.


Josiah Renick Smith	PERSON	i '' ... 159 MOLIERE , THE LATEST STUDY OF , IN ENGLISH ...
F. C. L. van Steenderen	PERSON	... 125 NATURE 'S OPEN SHOP . '

		.

		May Estette Cook 438 NINETEENTH CENTURY , FOUNDATIONS OF THE ' .

		- If -
Carl Becker	PERSON	387 NOVEL , THE MODERN , AND ITS PUBLIC .

		j - .

		. '

		* / .


E. H. Lacon Watson	PERSON	... 150 OPERA ,
CHICAGO	LOCATION	, THE .

		^ T V v 35 PATER ,
WALTER Lewis Piaget Shanks	PERSON	, ... 289
PENNSYLVANIA	LOCATION	LN HISTORY
Charles Leonard Moore	PERSON	... 85
PITT	ORGANIZATION	, ELDER , RISE OF THE a ~ '' , . '

		.

		- ...
Laurence M. Larson	PERSON	... 263 PLAYS , THREE , FOR ICONOCLASTS ... -- ^ . ''

		- .

		: ...
Edith Kellogg Dunton	PERSON	... 257 POE , AN ENGLISH ESTIMATE OF ... ?

		* * / 2 * J : .

		! '

		...
Charles Leonard Moore	PERSON	... 16
POE	ORGANIZATION	'S USE OF THE HORRIBLE ... ; .

		- lv : : .

		; .

		: .

		, ...
William B. Cairns	PERSON	.

		.

		, .

		.

		251 POEM , A FAMOUS , AND ITS AUTHOR ... ; ?

		377 POEMS , A GROUP OF LONG ... .7 .

		1 > , .

		^ .

		...
William Morton Payne	PERSON	.

		... .

		.

		53 POETS , MISGUIDED , .

		- .

		a .

		i * .

		.

		1 . '

		.

		- .

		.

		... .

		.

		i ^ .

		^ v : .

		113 IV .

		INDEX POETRY RECENT
William Morton Payne	PERSON	... 162 PRE-RAPHAELITES AND OTHER VICTORIAN CELEBRITIES .


Percy F. Bicknell	PERSON	345 PUBLISHER , A FAMOUS , OF THE EIGHTEENTH CENTURY .

		Edward Pay son
Morton	PERSON	... 51 PUBLISHER OF THE OLD SCHOOL , A
Percy F. Bicknell	PERSON	154 PUBLISHING AND PUBLISHERS
Percy F. Bicknell	PERSON	259
QUEBEC	LOCATION	, THE HERO OF
Lawrence ^ J. Burpee	PERSON	87 RACE ADJUSTMENT , PROBLEMS OF
Kelly Miller	PERSON	^ .

		.

		209 Six MILLION YEARS , A HISTORY OF
T. D. A. Cocker	PERSON	ell 88 SOCIAL TENDENCIES IN ENGLAND AND
AMERICA	LOCATION	...
H. Parker Willis	PERSON	354 SOUL 'S STRUGGLE INTO THE LIGHT , A
Percy F. Bicknell	PERSON	299 STAGE CHILDREN 145 SPIELHAGEN , FRIEDRICH
SPAIN	LOCATION	, AN IMPRESSIONIST IN
George G. Brownell	PERSON	127
SPAIN	LOCATION	OF TO-DAY
Warren Barton Blake	PERSON	... 308 STEPHENS PRISON DIARY , THE
W. H. Johnson	PERSON	158 STEVENSON LETTERS , THE NEW
Henry Seidel Canby	PERSON	... 436 STOCK , TAKING SYNGE , JOHN , AND His PLAYS
Warren Barton Blake	PERSON	... 37 TALE OUTWORN , NEW TELLERS OF A
Allen Wilson Porterfield	PERSON	... 306 TOLSTOY , ROMANCER AND REFORMER
Percy F. Bicknell	PERSON	83 TRAVELS IN Two HEMISPHERES
Percy F. Bicknell	PERSON	439 '' UNCLE TOM 'S CABIN '' AND ITS AUTHOR
William B. Cairns	PERSON	469 VEGETARIAN BIOLOGY .

		Raymond Pearl 128 VICTORIAN ROMANCER , AN EARLY
Clark S. Northup	PERSON	119
VIRGINIA	LOCATION	, COLONIAL , MEN AND MANNERS OF
Walter L. Fleming	PERSON	48 WANTED : A HANDBOOK OF CRITICISM
Charles Leonard Moore	PERSON	... 201 WASTE AND CONSERVATION
Charles Richmond Henderson	PERSON	.

		18 WOMAN , THE FUTURE OF
T. D. A. Cocker	PERSON	ell 470 ANNOUNCEMENTS OF SPRING BOOKS ,
