		From the collection of the n m
Ting Jjib	ORGANIZATION	o Preinger v Jjibrary p
San Francisco	LOCATION	,
California	LOCATION	2006 1845 1847 1853 LIBRARY ESTABLISHED 1872 LAWRENCE ,
MASS.	LOCATION	.

		THE DIAL Semi-Monthly Journal of Literary Criticism , Discussion , and Information .

		VOLUME XVI .

		JANUARY i TO
JUNE 16 , 1894	DATE	.

		CHICAGO : THE DIAL COMPANY , PUBLISHERS .

		1894 .

		INDEX TO VOLUME XVI .

		AFRICAN DISCOVERY , NEW CHAPTERS OF
Alice Morse Earle	PERSON	269 AMERICAN POLITICS AND POLITICAL HISTORY , STUDIES IN
Harry Pratt Judson	PERSON	214 AMERICAN SCHOOL-TEACHER IN
JAPAN	LOCATION	, AN ...
F. W. Gookin	PERSON	17 AMERICAN WARRIOR-BISHOP , AN
Arthur Howard Noil	PERSON	176 ARCHITECTURE , PAST AND FUTURE
Edward E. Hale	PERSON	, Jr 110 ART , THEORIES CONCERNING
Edward E. Hale	PERSON	, Jr 240 BOOKS , THE USES OF 99 BOOKSELLERS OF THE
PARIS	LOCATION	QUAYS W. Irving Way 362 CAESAR AS A GENERAL
Samuel Willard	PERSON	47 CANADIAN AND NORTHWESTERN HISTORY , CHAPTERS OF
Edward G. Mason	PERSON	52 CANADIAN LITERATURE 259
CHILE	LOCATION	AND THE CHILEANS
Elizabeth Wallace	PERSON	331 CITY SCHOOL SYSTEMS 291 CROSSING THE CONTINENT
Frederick J. Turner	PERSON	80 CURRENCY AND FINANCE , RECENT STUDIES IN ...
A. C. Miller	PERSON	53 DEATHS OF A MONTH 327 DEMOCRITUS REDIVIVUS -LRB- 7 .


A. L. Richards	PERSON	208 EDUCATIONAL BOOKS , SOME RECENT
B. A. Hinsdale	PERSON	302 ENGLISH AT THE UNIVERSITIES 325 ENGLISH AT
COLUMBIA COLLEGE Brander Matthews	ORGANIZATION	101 ENGLISH AT
HARVARD Barrett Wendell	ORGANIZATION	131 ENGLISH AT
LAFAYETTE	LOCATION	COLLEGE F. A. March 294 ENGLISH AT
STANFORD UNIVERSITY Melville B. Anderson	ORGANIZATION	167 ENGLISH AT THE UNIVERSITY OF
CHICAGO	LOCATION	...
Albert H. Tolman	PERSON	356 ENGLISH AT THE UNIVERSITY OF
ILLINOIS	LOCATION	... D. K. Dodge 261 ENGLISH AT THE UNIVERSITY OF IOWA
Edward E. Hale	PERSON	, Jr 328 ENGLISH AT THE UNIVERSITY OF
VIRGINIA	LOCATION	...
Charles W. Kent	PERSON	233 ENGLISH AT YALE UNIVERSITY
Albert S. Cook	PERSON	69 ENGLISH LITERATURE AT
CORNELL UNIVERSITY	ORGANIZATION	.

		.


Hiram Corson	PERSON	201 ENGLISHWOMEN , MEMORIALS OF Two 204 EXPERIMENTAL PSYCHOLOGY , ADVANCE IN ...
E. B. Titchener	PERSON	304 FICTION , LIVING WRITERS OF 351 FICTION , RECENT BOOKS OF
William Morton Payne	PERSON	.

		18 , 144 , 363 FOREIGN SERVICE , EDUCATED MEN IN THE 231 GEOGRAPHICAL DISCOVERY IN THE INTERIOR OF NORTH AMERICA
Edward G. Mason	PERSON	206 GREEK POETRY AND LIFE
Paul Shorey	PERSON	107 GREENLANDER AT HOME , THE
Frederick Starr	PERSON	179
HANS BREITMANN	PERSON	'S GROSSTHATEN 9 IBSEN ,
HENRIK William Morton Payne	PERSON	' . ''

		... .

		.

		236 JAPANESE HISTORY AND CIVILIZATION
Ernest Wilson Clement	PERSON	... 181 LANGUAGE , POPULAR STUDIES IN
Daniel Kilham	PERSON	Dodge 178 LATIN POETS , THE FRESHEST VOICE AMONG ...
William C. Lawton	PERSON	j ... * 142 LATITUDINARIAN , AN
EARNEST	LOCATION	.

		; .

		* .

		.

