		From the collection of the 7 n m o Prefinger i a
Uibrary San Francisco	LOCATION	,
California	LOCATION	2006 1845 1C47 1 - LIBRARY ESTABLISHED 1112 LAWRENCE ,
MASS.	LOCATION	.

		THE DIAL A FORTNIGHTLY VOLUME LXVI
December 28 , 1918	DATE	, to
July 12 , 1919	DATE	NEW YORK THE DIAL PUBLISHING COMPANY INDEX TO VOLUME LXVI MM ABBOZZO , THE LITERARY
Conrad Aiken 83 AIKEN	PERSON	, CONRAD METAPHYSICAL POET
John Gould Fletcher	PERSON	558 1 AMERICAN ART ?

		Maxwell Bodenheim 544 AMERICANIZATION AND WALT WHITMAN
Winifred Kirkland	PERSON	537 AMERICANIZING THE IMMIGRANTS
Carl H. Grabo	PERSON	539 AMERICAN NOTE , THE
Percy H. Boynton	PERSON	306 AMERICAN PERSONALITY , A TYPICALLY ... -LRB- ...
William Ellery Leonard	PERSON	... 26 AMERICAN STATESMAN SERIES , A NEW ...
William E. Dodd	PERSON	... .

		243 ARMY AND THE LAW , THE
Charles Recht	PERSON	461 BALFOUR 'S CHARM , MR. .


Norman Hapgood 169 BENELLI	PERSON	, SEM , THE REAL
Robert Morss Lovett	PERSON	. '

		... 534 BOLSHEVISM Is A MENACE TO WHOM ?

		TV/or - stein
Veblen	PERSON	... ' .

		.

		174 ^ BRUTALITY , THE CULT OF
Louis Untermeyer	PERSON	... .

		.

		562 CARUS ,
PAUL William Ellery Leonard	PERSON	... 452 CITIES AND SEA COASTS AND ISLANDS Stark Young 296 CLASSICISM , THE PASSING OF
Richard Offner	PERSON	460 CLASSICS , UNIVERSITY RECONSTRUCTION AND THE Royal Case Nemiah 390 COBDEN , THE INTERNATIONALIST .


Robert Morss Lovett	PERSON	399 CONRAD , THE VOYAGES OF
E. Preston Dargan	PERSON	638 CONVERSATION , A SECOND IMAGINARY :
Gosse	PERSON	and
Moore	PERSON	...
George Moore	PERSON	... 287 , 347 , 394 COUPERUS ,
LOUIS	LOCATION	, AND THE FAMILY NOVEL
Robert MorsS Lovett	PERSON	184 COVENANT , THE AND AFTER
Robert Morss Lovett	PERSON	219 DEATH , A PERSPECTIVE OF w ...
H. M. Kallen	PERSON	415 DIRECT ACTION , DEMOCRACY AND
Bertrand Russell	PERSON	445
DUBLIN	LOCATION	, MARCH 6
Ernest A. Boyd	PERSON	358 ECONOMIC UNITY AND POLITICAL DIVISION
Bertrand Russell	PERSON	629 EDUCATED HEART , AN
Claude Bragdon	PERSON	14 EMERGENCY , REVERSING AN
Benjamin C. Gruenberg	PERSON	... 221 EMPTY BALLOONS
James Weber Linn	PERSON	... , ... 87 ENGINEERS , THE CAPTAINS OF FINANCE AND THE
Thorstein Veblen	PERSON	599 ESPIONAGE LAW , REPEAL THE ... > ... .

		.


Gilbert E. Roe	PERSON	8 EUGENICS MADE IN
GERMANY	LOCATION	.

		.


H. M. Kallen	PERSON	28 FACTUALIST VERSUS IMPRESSIONIST
Wilson Follett	PERSON	449 FICTION , THE THEORY OF
Henry B. Fuller	PERSON	193 FIELDING , A VINDICATION OF , .


Helen Sard Hughes	PERSON	407
FINLAND	LOCATION	A
BULWARK AGAINST BOLSHEVISM Lewis Muniford	ORGANIZATION	.

		. '

		... 590
FRANCE	LOCATION	, ANATOLE , AND THE IMP OF THE PERVERSE -
E. Preston Dargan	PERSON	... .126
FRANCE	LOCATION	AND A WILSONIAN PEACE Ferdinand Schevill ... .

		.

		303
FRANCE	LOCATION	, THE RUIN OF BOURGEOIS
Robert Dell	ORGANIZATION	632 GENIUS , THE WAYS OF
Clarence Britten	PERSON	651
GERMANY	LOCATION	, How TO TREAT
Norman Angell	PERSON	279 GREAT HUNGER , THE
Robert Morss Lovett	PERSON	299 GUNS IN
SURREY	LOCATION	, THE : A MEREDITH REMEMBRANCE ...
Fullerton L. Waldo	PERSON	67 HAMLETS , Two LATTER-DAY Lid a C. Schem 228 HARRIS ,
JOEL CHANDLER	PERSON	, AND NEGRO FOLKLORE
Elsie Cleivs Parsons	PERSON	491 HISTORY , THE ECONOMIC INTERPRETATION OF : A FOOTNOTE : .

		.


Robert H. Lowie	PERSON	35 HYPHEN , LIVING DOWN THE Anonymous 401 IMAGINATION AND VISION
Ernest A. Boyd	PERSON	31 INDEMNITY , How TO SECURE THE GERMAN ... ...
John S. Codman	PERSON	385 INDEPENDENTS , THE Walter Pack 307 INDIAN , THE , AS POET J
Louis Untermeyer	PERSON	240
INDIA	LOCATION	'S REVOLUTION .

		Sailendra nath Ghose ... 595 INDUSTRIAL COUNCILS OF GREAT
BRITAIN	LOCATION	, THE
G. D. H. Cole	PERSON	171 - INDUSTRIAL CRISIS , THE IMPENDING
Walton H. Hamilton	PERSON	496 INDUSTRY AND THE CAPTAINS OF INDUSTRY
Thorstein Veblen	PERSON	552 INTERNATIONAL ANGLING
Lewis Mumford	PERSON	298
IRELAND	LOCATION	BETWEEN Two STOOLS `` Dnbliner '' 503
ITALY	LOCATION	, THE IMPENDING REVOLUTION IN Flavio Venanzi 455 IVAN SPEAKS ~
H. M. Kallen	PERSON	... .

		.507 JAPAN AND
AMERICA	LOCATION	.


John Dewey	PERSON	, .

		501 '' KEEP THE FAITH '' The Editors - 533
KREYMBORG	PERSON	'S MARIONETTES Lola Ridge 29 v LABOR AT THE CROSSWAYS
Helen Marot	PERSON	... ' ... 165 LABOR CONTROL OF GOVERNMENT INDUSTRIES
Helen Marot	PERSON	411 LAISSEZ-FAIRE , THE LAPSE TO
Walton H. Hamilton	PERSON	^ 37 LAMARTINE , THE PATRIOT OF THE FEBRUARY REVOLUTION ...
William A. Nitze	PERSON	73 LAUGHTER OF DETACHMENT , THE
Marvin M.	PERSON	,
Lowenthal	PERSON	... 133 iv INDEX PAGE LEAGUE , THE , AND THE INSTINCT FOR COMPETITION ... / .


George Frederick	PERSON	... f .187 LETTERS TO UNKNOWN WOMEN
Richard Aldington	PERSON	... ' 183 , 510 To the Amaryllis of Theocritus 183 To La Grosse Margot 510 LIBERALISM INVINCIBLE
Harold Stearns	PERSON	.

		409
LONDON	LOCATION	, DECEMBER 9
Edward Shanks	PERSON	37
LONDON	LOCATION	, JANUARY 30
Edward Shanks	PERSON	195
LONDON	LOCATION	, FEBRUARY 4 * ...
Robert Dell	ORGANIZATION	244
LONDON	LOCATION	, FEBRUARY 20
Edward Shanks	PERSON	417
LONDON	LOCATION	, APRIL 10
Robert Dell	PERSON	465
LONDON	LOCATION	, MAY 10
Edward Shanks	PERSON	563 MARY IN WONDERLAND
Robert Morss Lovett	PERSON	463 MILITARY TRAINING AS EDUCATION
George Soule	PERSON	71 MODERN POINT OF VIEW AND THE NEW ORDER , THE ...
Thorstein Veblen	PERSON	19 , 75 MONTAGU-CHELMSFORD REFORM PROPOSALS , THE Sailendra nath Ghose 457 NATIONALISM Franz Boas 232 NEWSPAPER CONTROL -
A. Vernon Thomas	PERSON	121 NORMAL MADNESS , A
Katharine Anthony	PERSON	.

		15 ORTHODOXY , GOOD FORM AND
George Donlin	PERSON	282 PAPER WAR , THE . '


Robert Herrick	PERSON	... .

		.113 PARASITIC NOVEL , A .

		.


Robert Morss Lovett	PERSON	641 PAST , REMAKING THE
Walton H. Hamilton	PERSON	135 PATRIOTISM AND ITS CONSEQUENCES ... ...
Lewis Mumford	PERSON	406 PEACE
Thorstein Veblen	PERSON	485 PEACE IN ITS ECONOMIC ASPECTS
H. J. Davenport	PERSON	' 388 PELLEAS ET MELISANDE
Paul Rosen	PERSON	f eld 138 PENDENNIS , AN AMERICAN
Robert Morss Lovett	PERSON	86 POETIC REVOLT , AN ATTITUDE TOWARD Rollo Britten 545 POLITICAL CRIMINALS , THE TRIAL OF , HERE AND ABROAD ...
Robert Ferrari	PERSON	' 647 POLITICAL PRISONERS , RELEASE The Editors 5 POSSESSOR AND POSSESSED
Conrad Aiken	PERSON	... .

		.189 POSTPROGRAMISM AND RECONSTRUCTION Rollo Britten 24 !

		PRESS , THE AMERICAN , SINCE THE ARMISTICE
Harold Stearns	PERSON	129 PRINCIPLES , BACK TO
Robert Dell	ORGANIZATION	587 PUCCINI , THE NEW WORK OF S. Foster Damon 25 QUILL , THE
UNRELEGATED Lisle Bell	ORGANIZATION	140 Quo VADIS ?


Norman Angell	PERSON	488 REALISM , A WORD ABOUT
Nancy Barr Mavity	PERSON	635 REALISTS , THE ROMANCE OF THE
Babette Deutsch	PERSON	560 REDON , THE SIGNIFICANCE OF Walter Pack 191 REFORM WHY IT Is FUTILE
Helen Mar	PERSON	` ot 293 REVOLUTION , THE UNENDING
Harold Stearns	PERSON	301 RILKE ,
RAINER MARIA Martin Schiitze	PERSON	... .

		.

		559 ROADS TO FREEDOM Will Durant 354 ROGUE 'S MARCH : To A FLEMISH AIR
James Branch Cabell	PERSON	... 181 ROOSEVELT , THEODORE
John Dewey 115 ROSTAND	PERSON	,
