		Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit43browrich p ^ .

		THE DIAL cA Semi - Monthly Journal of Literary Criticism , Discussion , and Information VOLUME XLIII .


July 1	DATE	to
December 16 , 1907	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1907	DATE	INDEX TO VOLUME XLIII .

		PAGE
Adriatic	LOCATION	.

		Mistkess of the
Lcuirenee M. Larson	PERSON	38
Africa	LOCATION	.

		A Tramp across
Widest H. E. Coblentz	PERSON	415 American - .

		Life Stort of a True
W. H. Johruon	PERSON	413 American Democracy .

		Problems of Max West 120 American '' Frostier , Romaxce of the
Edwin Erie Sparks	PERSON	283 American Patriot .

		A True
Annie Russell Marble	PERSON	... 10 Books of the Ck -RRB- MiN-G Year 155 Bi-rtox the
Unappreciated Perey F. Bicfmell 114 Character	ORGANIZATION	, A Te.st of 193 Chesterfield as Statesman and Diplomat 56 Clothes , The StrsjECT of
May Estelle Cook 57 Colonial Days in America Anna Heloise Abel	ORGANIZATION	165 CONTVAY .

		MONCURE
DaNIEL 363 Dampier	PERSON	, The Ai > mirable
Lane Cooper	PERSON	205 DARwcasM , Present Status of
David Starr Jordan	PERSON	161 Drama .

		Modern .

		Beginntngs of
Lewis A. Rhoades	PERSON	282 Dramatic Vknture .

		A New 237 Economics and Idealism
Charles Richmond Henderson	PERSON	.

		.

		248 Editor .

		A Great 1n-depent -RRB- ent
Perei / F. Bieknell 32 Education	ORGANIZATION	, New Ideas of Edward 0 .

		Sisson 285
England	LOCATION	's
Colonial Campaigns	ORGANIZATION	in
America	LOCATION	...
Edwin Erie Sparks	PERSON	117 English Artist 's Resiiniscences , An 374
English Narratite Verse	ORGANIZATION	, Masterpieces of ... .


Charles Leonard Moore	PERSON	... 303 English Novel , The , ant -RRB- the Rascally Anti-Hkro .

		.


Edith Kellogg Dunton	PERSON	... 315 English Verse .

		Structure of
Edward Payson Morton	PERSON	... 33 Engravers .

		Old British
Charles Henry Hart	PERSON	, ... 60 Evolution .

		\ nt -RRB- the
Origin of Life Raymond Pearl 208 Facts Choicely Embellished May Estelle Cook 118 Fiction	ORGANIZATION	, Recent
William Morton Payne	PERSON	.

		61 , 250 , 317 French Books .

		The American Market for ...
Arthur G. Canjield	PERSON	308 French Celebrities , Memoirs of Some 420 French Revolutionary Days , Men and Manners of
Perey F. Bieknell	PERSON	84 French Stage , Queen of the
Percy F. Bieknell	PERSON	279 FRENCHJdEN .

		Ten Famous
Josiah Renick Smith	PERSON	... 58
Gainsborough	PERSON	.

		Thomas : Artist and Man
Edith Kellogg Dunton	PERSON	... 247
Garrick	PERSON	A.S Seen in his Letters
Percy F. BickneU	PERSON	201 BLiNDicRAFTS , One OF THE Oldest OF
Frederick W. Gookin	PERSON	... 36 HisTORLUN .

		A Dramatic
Paul Shorey	PERSON	202 Holiday Publications 376 , 423 Homer .

		All Aboit Everything in
F. B. R. Hellems	PERSON	311
Italy	LOCATION	's
Greatest Actress Percy F. Bieknell	ORGANIZATION	160
Japan	LOCATION	.

		The Future of 284 Japanese History ant -RRB- CniLizATiON
Frederick Starr	PERSON	245
Korea	LOCATION	.

		The Passing of
Frederic Austin Ogg 85 Literature in Office 51 Napoleon	ORGANIZATION	.

		The Fall of
Henry E. Bourne 89 National Growth	ORGANIZATION	, A Half-Century of St.
George L. Sioussat	PERSON	... 15 Nature 's
Various Ways May Estelle Cook 418 Painters	ORGANIZATION	.

		The World 's Great
Anna B. McMahan	PERSON	11 Poet of Disillusionment , The
Annie Russell Marble	PERSON	... 39 Poetry .

		Recent
William Morton Payne	PERSON	... 90 Poetry .

		Recent English
William Morton Payne	PERSON	... 166 Pragmatism .

		The Eqityocations of
Paul Shorey	PERSON	273 Puritan Revolution in
Dialogue F. B. R. Hellems 115 Science	ORGANIZATION	and Humanity
Charles Aticood Kofoid	PERSON	- ... 14
Shakespeare	ORGANIZATION	's Plays .

		A Nsw Classification of ...
Charles Leonard Moore	PERSON	... 107 Short Story of To-day , The
Benjamin Nicholson	PERSON	195 IV .

		INDEX
Smith	PERSON	,
John	PERSON	, Adventures of South , The , since the War Specialism , The Fallacy of Titles in
Translation Travel	ORGANIZATION	and Sport ,
