		From the collection of the f d Pi V J ^ reTinger , m k r a / , e -- - ibrary b t ^ w P o
San Francisco	LOCATION	,
California	LOCATION	2007 Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit42browrich THE DIAL c / ^ Semi - Monthly Journal of Literary Criticism , Discussion , and Information VOLUME XLII .


January 1	DATE	to
June 16 , 1907	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1907	DATE	S-SH-20 INDEX TO VOLUME XLII .

		PAGE
Acton 's Ideals of History E. D. Adams 221 Aldrich	ORGANIZATION	,
Thomas Bailey	PERSON	211
America	LOCATION	, The Spanish Discovery of
Anna Heloise Abel	PERSON	342
American History	ORGANIZATION	, Stirring Chapters of ...
David Y. Thomas	PERSON	179 Animal Life , Studies in
Charles Atwood Kofoid	PERSON	365 Architecture ,
Sturgis	PERSON	's History of
Irving K. Pond	PERSON	137 '' Ben-Hur , '' The Author of
Percy F. Bicknell	PERSON	34 BuRNEYs , The , in
St. Martin	LOCATION	's Street ...
Edith Kellogg Dunton 177 Carducci	PERSON	,
Giosue 131 Catechism	PERSON	, The , up to Date
T. D. A. Cockerell	PERSON	341 Cat 's - Cradle in Many Lands ... .

		.


Frederick Starr	PERSON	336
Central Asia	LOCATION	,
England	LOCATION	and
Russia	LOCATION	in ... .


Frederic Austin Ogg	PERSON	311 Chemistry and Criticism 97 Confederate Leader , War Memoirs of a ...
Walter L. Flem	PERSON	, ing 332 Coveted Lands , Journeyings in
H. E. Coblentz	PERSON	43 Drama , A Clinic on the 3 Dutch Republic , Lesson of the
William Elliot Griffis	PERSON	250 Economics ^ Elementary , The Teaching of ...
M. B. Hammond	PERSON	36 Expatriated American ,
Home Lvipressions	PERSON	of an
Percy F. Bicknell	PERSON	176 Fiction , Recent
William Morton Payne	PERSON	13 , 142 , 225 , 314 , 375 French Dramatists , The Greatest of ...
A. G. Canfield	PERSON	Ill Garden-Lovers , Books for
Edith Granger	PERSON	367 Garrison ,
Wendell Phillips	PERSON	173 German Empire , Dual Structure of the ...
James W. Garner	PERSON	105 Gods , Withstanding the
T. D. A. Cockerell	PERSON	79 Great Editor , Career of a
W. H. Johnson	PERSON	216
Greece	LOCATION	under the Franks : An Unremembered Age
F. B. R. Hellems 306 Hohenlohe Memoirs	PERSON	, The
Lewis A. Rhodes	PERSON	71 Homeric Queries , Mr.
Lang	PERSON	's
Pa	ORGANIZATION	^ d
Shorey	PERSON	248 Idealist , A Realistic Study of an
Percy F. Bicknell	PERSON	280
Japan	LOCATION	, Religions of
William Elliot Griffis	PERSON	335 La Salle 's Last Voyage ,
Story of Laturence J. Burpee ...	ORGANIZATION	.

		.

		283
Leighton	PERSON	, The Many-sided
Edith Kellogg Dunton	PERSON	309 Librarian , The , and his Charge P & rcy
F. Bicknell 73 Library	ORGANIZATION	, Hours in a .

		65 Literary Apostles , Some Famous
Percy F. Bicknell	PERSON	134 Literary Censorship , History of
Arthur Howard Noll	PERSON	338 Literary Conflict , Echoes of a Famous ...
