		From the collection of the d 7 n rTelinger ^ V
Jjibrary San Francisco	LOCATION	,
California	LOCATION	2007 1845 1847 lo53 i LIBRAr ^ Y ESTABLiSHcD 1L72 '' iA \ NRENCE , f ^ ^ ASS .

		Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit38browrich THE DIAL qA Semi-Monthly Journal of Literary Criticism , Discussion , and Information p ^ ` blic Library .

		VOLUME XXXVIII .


January 1	DATE	to
June 16 , 1905	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1905	DATE	INDEX TO VOLUME XXXVIII .

		PAOB
America	LOCATION	, A Cooperative History of St.
George L. Sioussat	PERSON	... 190
America	LOCATION	,
The Latest History of Anna	ORGANIZATION	ffelotse Abel ... .

		262 American Caricature , The Father of
Ingram A. Pyle	PERSON	318 American Literary IxsTrycT , The
Charles Leonard Moore	PERSON	.

		.

		113 American Literature , DE ^ - ELOPMENT of an
W. E. Simonds	PERSON	13 American Poet , Our Pioneer
Charles Leonard Moore	PERSON	.

		.

		223
American Poetry	ORGANIZATION	,
Recentt William Morton Payne	PERSON	.

		197 Americanism .

		The Philosophy of
Joseph Jastrow	PERSON	147 Antiquarianism , Luxuries of
Frederic Ives Carpenter	PERSON	.

		.

		85
Balzac 's Latest Biographer Annie Russell Marble	ORGANIZATION	.

		.

		413
Bible	LOCATION	, In the Realm of the
Ira M. Price 45 Bibliography	ORGANIZATION	in
America William Coolidge	LOCATION	Lane ... 76 Birds ant -RRB- Other Folk May
Estelle Cook	PERSON	... 386
Charity Administration	ORGANIZATION	at Home and Abboad ... Max West 269 Civil War , Close of , and Beginning of Brcgnstruction
David Y. Thomas	PERSON	... 230
Cornish Character	ORGANIZATION	, A Fa3ious
Percy F. Bicknell	PERSON	... 308 Criticism .

		Some Asperities and Amenities of
Percy F. Bicknell	PERSON	... 257 Dial .

		The , Quarter-Century of 305 DiPLOMATLST , Remlstscences OF A
Clark S. Northup	PERSON	... 260 Dramas in
Verse	LOCATION	, Recent
William Morton Payne	PERSON	.

		.

		46 East , Ideals of the
Frederick W. Gookin	PERSON	... 39
Eastern Struggle	ORGANIZATION	, Echoes from the
Wallace Rice 416 Economics	ORGANIZATION	, Some Recent Books in
H. Parker Willis	PERSON	... 264 Education , Recent Books on
Henry Davidson Sheldon	PERSON	.

		.

		270 Elizabethan Englishmen .

		Six Great
James W. Tupper	PERSON	... 123 English Churchmen , Two
Percy F. Bicknell	PERSON	... 234 English Painter , Memorials of an
Edith Kellogg Dunton	PERSON	... 145
Erin	PERSON	, The Troubled Tale of
Laurence M. Larson	PERSON	... 411 Fiction , Recent
William Morton Payne	PERSON	15 , 124 , 388 Garden and
Orchard	ORGANIZATION	, In
Edith Crranger	PERSON	380 Gentleman 's Library , A 185 Ghost in Fiction .

		Decay of the
Olivia Hotoard Dunbar	ORGANIZATION	.

		.

		377 Good Fortune .

		Philosophy of
Edith J. R. Isaacs	PERSON	... 354 Indu .

		^ trial Enterprises ,
Public Management	ORGANIZATION	of ...
T. D. A. Cockerell	PERSON	... 11
Inter VIE	ORGANIZATION	WER.S , A Prince of
Percy F. Bicknell	PERSON	... 141 Iklsh Poet .

		Memoirs of an
Clark S. Northup	PERSON	... 7 Iroquois Confederacy , The
Laxcrence J. Burpee	PERSON	.

		.

		119 Italian By-Ways
Anna Benneson McMahan	PERSON	.

		351 Learning , The Endowment of
Joseph Jastrow	PERSON	343 LiBR-utY Work , Modern : Its Aims and its
Achievements Ernest Cushing Richardson 73 Literary Loiterings	ORGANIZATION	.

		Mr.
Lang	PERSON	's
Percy F. Bicknell	PERSON	... 409 Literature , The Basis of
T. D. A. Cockerell	PERSON	... 346
Mazzini Centenary	PERSON	, The 407 Measure , A Salutary 255 Military Rule and
National Expansion Frederic Austin Ogg	ORGANIZATION	.

		.

		151 •
Monistic Trinity	ORGANIZATION	, ' A
T. D. A. Cockerell	PERSON	... 232 Monopoly , Story of a Great
Frank L. Mc Vey 313 Monroe Doctrint	PERSON	: to Date , The
James Oscar Pierce	PERSON	... 122 Montaigne ,
Michel de	PERSON	, Our Intimate Friend ...
Mary Augusta Scott	PERSON	... 82 Music , Recent Books about
Ingram A. Pyle	PERSON	237 Musical Encyclop - ^ dia , A
George P. Upton	PERSON	310 Napoleonic Aftermath , A
E. D. Adams 41 National Library	ORGANIZATION	, Story of Our
Aksel G. S. Josephson	PERSON	... 81 Peace ant -RRB- War , A Woman 's REMIN ^ scENCES of ... .


Walter L. Fleming	PERSON	... 43 PiRACiE , An Apologie for 3 Poet 's Retrospect , A Ill IV .

		INDEX Publisher 's Confessions , A Publisher 's Retrospect , A Veteran ... Railwat Problem ,
The Reason in Human Conduct Renaissance	ORGANIZATION	, Masters of the Early and
Late Science and Personality Shakespearian Miscellany	ORGANIZATION	, A Southern Life in
War Time Southerner	ORGANIZATION	's Problem , The Struggles in the World of Suffering ...
Swinburne	PERSON	, The Poetry of Thackeray in
America	LOCATION	Thankless Muse , The
Thomas	PERSON	,
Theodore Thomas	PERSON	,
Theodore	PERSON	, Life-Work of Traveller and Orientalist , Memoirs of a
Tudor London	LOCATION	, Men and
Manners	ORGANIZATION	in ... Wanderers in Many Lands Wanderings over Four Continents ... War , From the Seat of Watts-Dunton ,
Theodore Western Exploration	ORGANIZATION	, Pioneers op ... .

		What May We Believe ?

		wordsworthian in reminiscent mood , a .

		.


Percy F. Bicknell John J. Halsey A. K. Rogers George Breed	PERSON
Zug	LOCATION	...
T. D. A. Cockerell	PERSON	...
Charles H. A. Wager	PERSON	...
Walter L. Fleming	PERSON	...
W. E. Burghardt Du Bois	PERSON	.

		.


Charles Richmond Henderson William	PERSON	,
Morton Payne	PERSON	.

		.

		,
M. F. Percy F. Bicknell	PERSON	... Notes on New Novels Directory of the
American Publishing Trade	ORGANIZATION	.

		Announcements of
Spring Books	ORGANIZATION	,
1905	DATE	List of One Hundred Books ' fob Summer Beading Briefs on New Books ^ Briefer Mention .

		Notes Topics in Leading Periodicals Lists op New Books PAGE 375 37 196 349 320 415 194 347 315 155 152 187 5 33 227 267 121 382 88 9 78 353 86 117 392 328 206 394 .

		.

		18 , 49 , 91 , 128 , 156 , 201 , 239 , 272 , 322 , 356 , 418 22 , 52 , 95 , 276 , 326 , 360 , 423 23 , 53 , 96 , 131 , 159 , 205 , 242 , 276 , 327 , 361 , 395 , 423 24 , 97 , 160 , 243 , 328 , 397 24 , 54 , 97 , 132 , 160 , 213 , 243 , 278 , 331 , 362 , 397 , 424
