		/ - c From the collection of the , v .

		J z n ^ o
Prelinger	PERSON	' V 4 I i - ^ b t ibrary p u
San Francisco	LOCATION	,
California	LOCATION	2007 Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit37browrich THE DlAL ` t ' ^ .

		c / ?

		Semi - Monthly Journal of Literary Criticism , Discussion , and Information VOLUME xxxvii .


July 1	DATE	to
December 16 , 1904	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1904	DATE	So '' f6 INDEX TO VOLUME XXXVII .

		PAGE Adolescence , A Study or
A. K. Rogers	PERSON	82
America	LOCATION	,
Early Maps of F. H. Hodder	ORGANIZATION	363
America	LOCATION	, The Latest History of St.
George L. Sioussat	PERSON	... 423
American Admiral	ORGANIZATION	, Autobiography of an ...
Wallace Rice 369 American City	ORGANIZATION	, Problems of the
Charles Zueblin	PERSON	167
American Colonies	ORGANIZATION	in the
Seventeenth Century	ORGANIZATION	.

		.

		St.
George L. Sioussat	PERSON	.

		.

		107 American Exploration Classics
Edwin E. Sparks	PERSON	164 American Historians , Two
W. E. Simonds	PERSON	207 American Revolution , A British View of the .

		.


James Oscar Pierce	PERSON	10
Arnold	LOCATION	,
Matthew	PERSON	, The Cult of
Edith J. Rich	PERSON	200 Bible Studies ,
Modern Ira	ORGANIZATION	M. Price 268 Book , An Epoch-Remaking
Guido H. Stempel	PERSON	304 Books for the
Young	ORGANIZATION	,
1904	DATE	.

		379 432 Books of the
Fall Season	ORGANIZATION	of
1904	DATE	155 Boy , Through the Eyes of a
Sara Andrew Shafer	PERSON	... 237 Bricks with
Straw	ORGANIZATION	411
Canada	LOCATION	through British Eyes
Lawrence J. Burpee	PERSON	... 113
Columbus	LOCATION	, A Documentary History of ... , .

		.

		F.
H. Hodder 86 Columbus	ORGANIZATION	, The Birth-date of
F. H. Hodder 12 Continental Literature	ORGANIZATION	, A Year of '' 196 , 225
Conway Autobiography	PERSON	, The
Percy F. Bicknell	PERSON	229 Criticism , A Critic on
Charles Leonard Moore	PERSON	.

		.

		• 261 Currency Question in Retrospective , The ...
M. B. Hammond 168 Dante	PERSON	, Books about
William	PERSON	,
Morton Paye	PERSON	... 87 Earthquakes , What is Known of .


Herbert A. Howe	PERSON	310
Elia	LOCATION	, New Letters of .

		.


Munson A. Havens	PERSON	... ■ 306
Emerson	LOCATION	, Poet and Thinker ...
Annie Russell Marble	PERSON	... 366 English Scholar , Memoirs of an , .


Percy F. Bicknell	PERSON	198 European Libraries , Notes on .

		... .

		.

		259 Expansion , The Beginnings of , in Retrospect ...
John J. Halsey	PERSON	... 112 Fiction , Recent
William Morton Payne	PERSON	.

