		From the collection of the z n m o
Prelinger	PERSON	v Jjibrary p
San Francisco	LOCATION	,
California	LOCATION	2006 1845 IA1 1353 LIBRARY K ESTABLISHED 1872 ' \ LAWRENCE ,
MASS.	LOCATION	.

		THE DIAL A FORTNIGHTLY JOURNAL OF Criticism , ^ Btsntstfum , mtfc < 3l : ttfcrtttaltmt VOLUME LXIII
June 28	DATE	to
December 20 , 1917	DATE	?

		INDEX TO VOLUME LXIII PAGE `` APOLOGIA , '' ANOTHER Vida D.
Scudder	ORGANIZATION	640 ARCHITECTURE , GOTHIC
Claude Bragdon	PERSON	517 ASIATIC FRONTIER , AN
W. G. Tinckom-Fernandez	PERSON	... 394 BELGIAN
CARTHAGE	LOCATION	, THE
Randolph Bourne	PERSON	343 BELGIAN RENAISSANCE , THE .

		Lewis Galantiere 388 BENAVENTE , JACINTO
Padraic Colum	PERSON	393 CHINA ,
PROVENCE	LOCATION	, AND POINTS ADJACENT
Louis Untermeyer	PERSON	633 CoLLECTIVIST ADVANCE , THE
Donald R. Richberg	PERSON	Ill CONFECTIONERY AND CAVIAR
Conrad Aiken	PERSON	513 CONSTITUTION , THE AMERICAN
Frederick Warren Jenkins	PERSON	... 155 CRITICISM , CREATIVE Bayard Boyesen 95 CRITICISM WITH AN UNHAPPY ENDING
Richard Offner	PERSON	.

		447 CRUDITY , AN APOLOGY FOR
Sherwood Anderson	PERSON	437 DARKNESS OF MYSTICAL LIGHT , THE M. C. Otto 269 DISCIPLINE
George Bernard Donlin	PERSON	... 274 DOSTOEVSKY , THE IMMANENCE OF
Randolph Bourne	PERSON	24 EDUCATION , PROGRESS IN
Bayard Boyesen	PERSON	156 EGO , AN EXACERBATED
Odell Shepard	PERSON	... .

		.

		18
ENGLAND	LOCATION	, A WORLD SAFE FOR
V. T. Thayer	PERSON	... .

		; ... .

		.

		391 ENGLAND AT WAR , THE MIND OF
Harold J. Laski	PERSON	... , t .

		.

		53 ENGLISH POETS , THREE
Conrad Aiken	PERSON	... .

		.

		150 ENGLISH SPORTS AND FOREIGN TEMPERAMENTS ...
John Macy	PERSON	.

		.

		272 FAILURE , THE STORY OF A
John Macy	PERSON	.

		- .

		.

		521 FATIGUES Verse .


Richard Aldington	PERSON	262 FEDERALISTS AND REPUBLICANS .

		; < : .

		.


William E. Dodd	PERSON	... ... .

		.

		.

		60 FEMINISM ,
THE LATER Randolph Bourne	ORGANIZATION	... .

		103 FERRI , ENRICO L , L ,
Bernard	PERSON	... .

		.

		338 FICTION , HONEST AMERICAN
John Macy	PERSON	112 FIG TREE , A Verse ... .

		.


R. S. Mitchell	PERSON	513
FRANCE	LOCATION	, LITERARY AFFAIRS IN
Robert Dell	ORGANIZATION	... .

		.

		441 , 577
FRANCE	LOCATION	, LITERARY AFFAIRS IN
Theodore Stanton	PERSON	... 11 , 101 , 329
FRANCE	LOCATION	, THE NEW POETS OF
Pierre de Lanux	ORGANIZATION	.

		.

		, ... 257 FRENCH THEATRE , IDEALISM IN THE
NEW Amy Wellington	LOCATION	... .

		625 FREUDIAN HALF-HOLIDAY , A
Edward Sapir	PERSON	635 GARDEN DREAM Verse
Margaret Widdemer	PERSON	... 441 GEORGE , STEFAN , THE POETRY OF
William Kilborne Stewart	PERSON	... 567
GERMANY	LOCATION	DEMOCRATIC , MAKING
V. T. Thayer	PERSON	515
GERMANY	LOCATION	, LIBERAL , AND THE WAR
Ward Swain	PERSON	... .

		104
GERMANY	LOCATION	, THE MIND OF
H. M. Kallen	PERSON	... ... 263 GOETHE
William Lyon Phelps	PERSON	... , .

		.451
GORKY George Bernard Donlin	ORGANIZATION	.

		... 154 GREEK VASES
