		From the collection of the V m 3ling Lib o Prejinger library P
San Francisco	LOCATION	,
California	LOCATION	2006 17 52 LIBRARY LAv/ixi-UCE , THE DIAL Semi-Monthly Journal of Literary Criticism , Discussion , and Information PuWtc L'lmtry , VOLUME XX .

		CHICAGO : THE DIAL COMPANY , PUBLISHERS
1896	DATE	INDEX TO VOLUME XX .

		PAGE
AFRICA	LOCATION	, EUROPEAN DEVELOPMENT OF
Charles H. Cooper	PERSON	135 AGASSIZ ,
Louis David Starr Jordan	PERSON	304 ''
ALABAMA	LOCATION	, '' STORY OF THE
Charles H. Palmer 46 ANDERSON	PERSON	, MARY , MEMORIES OF .

		. '

		- .

		v ; '' , 5 - : ' * - v ' .

		265
ANDOVER	LOCATION	, MORAL AND RELIGIOUS EVOLUTION AT .

		.


Joseph Henry Crooker	PERSON	357 ANGLICAN AND CATHOLIC
Tuley Francis Huntington	PERSON	... 169 ARNOLD AFTERMATH , THE 193 AUTHORS , DUTIES OF 325 BAHAMAS , FOLK SONGS AND STORIES OF
Frederick Starr	PERSON	15 BIBLICAL CRITICISM , RECENT
George S. Goodspeed	PERSON	171
BISMARCK	LOCATION	, Two VIEWS OF
Charles H. Cooper	PERSON	200
BLACKSTONE	ORGANIZATION	, A GREATER
John J. Halsey	PERSON	44 BOOK TITLES , FELICITOUS , SELECTION OF
Mary R. Silsby	PERSON	261 BOOKS ABOUT BOOKS
Anna B. McMahan	PERSON	361 BOTANY , MORE BOOKS ON
John M. Coulter	PERSON	109 CAVE-DWELLERS OF YUCATAN
Frederick Starr	PERSON	71 CELL-LIFE , PROCESSES OF
David Starr Jordan	PERSON	13 CHRIST AS DOCTRINE AND PERSON
John Bascom	PERSON	17 CONSTITUTIONAL MONARCHY , A
Arthur Burnham Woodford	PERSON	... 203
CORREGGIO	LOCATION	, LIFE AND TIMES OF
John C. Van Dyke	PERSON	41
CRETE	LOCATION	, EARLY WRITING IN
F. B. Tarbell	PERSON	202 CRITIC AS PICKER AND STEALER 129 DANTE IN SPENSERIAN VERSE
George M'Lean Harper	PERSON	... .

		136 DIAL , THE , AND ITS SCORE OF VOLUMES 347 EDUCATION , PUBLIC , A CRISIS IN 157 EDUCATIONAL BOOKS , SOME RECENT
Hiram M. Stanley	PERSON	307 EDUCATIONAL LITERATURE , RECENT v ^ Vjv !

		.

		.


B. A. Hinsdale	PERSON	103 ELECTRICITY , HISTORICAL DEVELOPMENT OF ... W. M .

		Stine 69 EURIPIDES THE RATIONALIST
William C. Lawton	PERSON	16 FAR EASTERN QUESTION
Henry E. Bourne	PERSON	269 FICTION , RECENT
William Morton Payne	PERSON	.

		.

		76 , 173 , 335 FIELD ,
EUGENE Louis J. Block	PERSON	333 HELLENISTIC EMPIRE IN
EGYPT	LOCATION	, THE
James Henry Breasted	PERSON	359 HISTORICAL LITERATURE , SOME
James West/all Thompson	PERSON	... 308 HISTORY , AMERICAN , RECENT BOOKS ON ...
Francis W. Shepardson	PERSON	140 HOLMES , LIFE AND LETTERS OF 299
ISRAEL	LOCATION	, RENAN 'S HISTORY OF
Emil G. Hirsch	PERSON	105 JEW , THE MODERN , JUSTICE TO 64 JURISPRUDENCE , AMERICAN , PIONEER OF
James Oscar Pierce	PERSON	236 '' KING ARTHUR , '' THE NEW
Anna Benneson	PERSON	McMahan ... 160 KOREAN GAMES
Frederick Starr	PERSON	302 LATIN , TEACHING OF B. L. D'Ooge 306 LITERARY ANECDOTES OF THE NINETEENTH CENTURY 132 LOCKER 'S '' CONFIDENCES '' 328 MAID OF ORLEANS , THE
James West/all Thompson	PERSON	... 351 MIND , SCIENCE OF
Joseph Jastrow	PERSON	73 MODERN STATESMAN AND AN OLD DIVINE ...
C. A. L. Richards	PERSON	232 MUNICIPAL GOVERNMENT , LESSONS IN
Harry Pratt Judson	PERSON	43 NAVAL WARFARE , MODERN 99 NOVELIST , TRIUMPH OF THE 224
PARIS	LOCATION	COMMUNE OF 1871
Paul Shorey	PERSON	167 PLAYING WITH FIRE 293 POETRY , RECENT BOOKS OF
William Morton Payne	PERSON	... 110 , 205 POST-DARWINIAN THEORIES
Edward Howard Griggs	PERSON	... 239 PSYCHOLOGY GONE MAD
Joseph Jastrow	PERSON	107 RECONSTRUCTION , LAW AND LOGIC OF
George W. Julian	PERSON	11 RELIGIOUS LITERATURE , THEORETICAL AND PRACTICAL
John Bascom	PERSON	.

		, , , t , , .

		278 , IV .

		INDEX .

