		1845 1847 1853 LIBRARY ESTABLISHED 1872 LA
MCE	ORGANIZATION	,
MASS.	LOCATION	.

		THE DIAL A FORTN Criticism L OF atth 3rtformatton VOLUME LXI
June 22	DATE	to
December 28 1916	DATE	CHICAGO THE DIAL PUBLISHING COMPANY INDEX TO VOLUME LXI ACTOR 'S REMEMBRANCES , Ax
Percy F. Bicknell	PERSON	306 AFRICA AND THE GREAT WAR TaXbot Mundy 575 AGE , OUR HOSPITABLE
George Bernard Donlin	PERSON	... 292 ALLIES , WITH THE
Travis Hoke	PERSON	189 AMBASSADOR , AN , IN TRUTH
Rollo Walter Brown	PERSON	... 138 AMERICAN CITY , THE
Frederic Austin Ogg	PERSON	185 AMERICAN DRAMATIST , A BEAT .


Archibald Henderson	PERSON	136
AMERICAN GOVERNMENT	ORGANIZATION	, PROBLEMS OF
Harold J. Laski	PERSON	387 AMERICAN SPEECH AXD SPEAKERS
Wallace	PERSON	Rice 58 AMERICAN STAGE , SIXTY YEARS OF THE Grant Showerman 463 AMERICAN STATESMEN , CLASSIC UTTERANCES OF ...
William E. Dodd	PERSON	576 AMERICANISM , CONSTRUCTIVE , A LEADER IN
Garland Greever	PERSON	525 ART AXD THE MORALISTS :
D. H. LAWRENCE	PERSON	'S WORK .

		.


Edward Garnett	PERSON	377 ART , ESSAYS ON
Norman Foerster	PERSON	104 BELGIANS , FEEDING THE
George Bernard Donlin	PERSON	... 532 BOOK-FLOOD , A TANTALUS IN
Percy F. Bicknell	PERSON	213 BOOK OF NATURE , VARIOUS CHAPTERS FROM THE ...
Percy F. Bicknell	PERSON	54 CANDIDATES , THE Two
Harold J. Laski	PERSON	304 CHESTERTON , MR. , THE STRANGE CASE OF
George Bernard Donlin	PERSON	... 460 CONRAD , JOSEPH , THE ART OF
George Bernard Donlin	PERSON	... 172 CRITICAL COMPROMISE , THE
George R. MacMinn	PERSON	123 DAYS IN THE OPEN
Percy F. Bicknell	PERSON	23 DIPLOMAT , DIVERSIONS OF A
Percy F. Bicknell	PERSON	257 ECONOMIC STUDY , A BRILLIANT
H. M. Kallen	PERSON	106 EDUCATION , WHAT Is IT ?


Thomas P. Beyer	PERSON	101 `` EMERALD WAY , THE ''
Richard Aldington	PERSON	447 ENGLAND IN SHAKESPEARE 'S TIME
Barrett Wendell	PERSON	453 ENGLISH INFLUENCE ON OUR INSTITUTIONS
Harold J. Laski	PERSON	... .

		.

		530 EUROPE OF TO-MORROW , THE
T. D. A. Cockerell	PERSON	... .

		.

		53 EVOLUTION , A PROPHET OF
T. D. A. Cockerell	PERSON	134 FAGUET ,
EMILE James F. Mason	PERSON	83 FEDERAL EXECUTIVE , POWERS OF THE
Lindsay Rogers	PERSON	135 FICTION , NEW , NOTES ox 197 , 354 , 398 , 469 , 537 , 587 FICTION , RECENT
Edward E. Hale	PERSON	.

		26 , 65 , 94 , 141 , 193 , 268 , 313 , 351 , 396 , 466 , 535 , 586 FREE VERSE , A NEW FIELD FOR .


Henry B. Fuller	PERSON	515 GALLANT , AN EIGHTEENTH CENTURY
Richard E. Daniclson	PERSON	582 GASPARD THE GREAT
E. Preston Dargan	PERSON	311 GERMAN CONQUEST , THE PRIMER OF
Harold J. Laski	PERSON	456
GERMANY	LOCATION	, THE SPIRIT OF
Charles Wharton Stork	PERSON	... 97 GISSIXG ,
GEORGE	LOCATION	, A CHAT ABOUT
Melville B. Anderson 3 HEWLETT	PERSON	, MAURICE , DECLINE AXD FALL OP ...
John L. Hervey	PERSON	337 HOLIDAY PUBLICATIONS ,
1916	DATE	471 , 541
IRELAND	LOCATION	,
1916	DATE	Van
Wyck Brooks	PERSON	... 458 IRISH PLAYS , A GROUP OF
Homer E. Woodbridge	PERSON	... 462 JAMES , HEXRY , NEW STUDIES OF
William B. Cairns	PERSON	... 344 JAPAN : FRIEND OR FOE ?

		Payson J. Treat .21 JAPANESE POETRY , THE SPIRIT OF
Arthur L. Salmon	PERSON	.

		.

		: : .

		.

		43 JUVEXILE BOOK HARVEST , FINDING THE BEST IN THE .

		.


Montrose J. Moses	PERSON	545 LINCOLN LITERATURE , NEW
Luther E. Robinson	PERSON	307
LONDON	LOCATION	, LITERARY AFFAIRS IN
J.C. Squire	PERSON	... 7 , 250 , 339 , 567 MAETERLINCK , Two STUDIES OF
Benj	PERSON	.

		M. Woodbridge ... 390 MASTER-MUSICIAN , A
Russell Ramsey	PERSON	263 MEMORABILIA DIPLOMATICS
W. H. Johnson	PERSON	388 MOORE 'S NEW CHRIST
Edward Garnett	PERSON	191 MYTHOLOGY , A STOREHOUSE OF
Helen A. Clarke	PERSON	258 NEW LIGHT ON A DARK PROBLEM
Paul Blackwelder	PERSON	186 NEW SPIRIT ,
THE Graham Aldis	ORGANIZATION	584 0 .

		HENRY : A CONTEMPORARY CLASSIC
Archibald Henderson	PERSON	.

		.

		573 iv INDEX PAGE OXFORD MOVEMENT AND ITS RESULTS Charles 11 .

		A. Wager ... 393
PARIS	LOCATION	, LITERARY AFFAIRS IN
Theodore Stanton	PERSON	.

		127 , 295 , 381 , 517 POE 'S
HELEN Killis Campbell	PERSON	395 POET AND EDITOR , AN AMERICAN
Henry B. Fuller	PERSON	455 POETS , FOUR AMERICAN
William A. Bradley	PERSON	528 POETRY FROM THE TRENCHES Witter Bynner 531 POETRY , OUR CHANGING
Odell Shepard	PERSON	247 POETRY , RECENT
