		From the collection of the ^ ^ 2 n m ' ^ u Prejinger b t w -RRB- 3 L
San Francisco	LOCATION	,
California	LOCATION	2007 : > • 1 i rj / Ly u ^ L/i ^ • - ' * - ' u - / ^ U / ^ ^ t > ^ t THE DIAL qA Semi - Monthly Journal of Literary Criticism , Discussion , and Information -LRB- Public Library VOLUME XLV .


July 1	DATE	to
December 16 , 1908	DATE	CHICAGO THE DIALICOMPANY , PUBLISHERS
1909	DATE	6 ~ S ' 0 ?

		-LRB- o INDEX TO VOLUME XLV .

		FAGB Amateur Vagabond , Journal of an
Percy F. Bicknell	PERSON	338
American History	ORGANIZATION	, The Re-writing of
Edwin Erie Sparks	PERSON	110 American Schoolmaster , A Pioneer
Isaac R. Pennypacker	PERSON	... 166 American Stage , Memories of the
George P. Upton	PERSON	246 Arnold and
Lowell Charles Leonard Moore	PERSON	... 157 Art Education , An Experiment in
Percy F. Bicknell	PERSON	109 Art , Modern , Development of
Frederick W. Gookin	PERSON	... 400
Bacon Tercentenary	ORGANIZATION	, The , at Gray 's Inn
Mary Augusta Scott 333 Blake	PERSON	,
William	LOCATION	-- Poet , Artist , and Man
Frederick W. Gookin	PERSON	... 34 Books of the
Fall Season	ORGANIZATION	,
1908	DATE	155 Bourbons ,
First Court	ORGANIZATION	of the
Henry E. Bourne	PERSON	167 British Diplomat , Recollections of a
Percy F. Bicknell	PERSON	... 14 Cabbages and Roses
Charles Leonard Moore	PERSON	... 280
Canada	LOCATION	,
Political Goal of Lawrence J. Burpee	ORGANIZATION	210 Canadians of Long ago
Lawrence J. Burpee	PERSON	291 Copyright Question , The 443 Diaphanous Literature 391 Eliot , President , of
Harvard ■	ORGANIZATION	.

		.

		331 English Landscape Painting , '' Nearness to Nature '' in
Edward E. Hale	PERSON	, Jr 208 English Tragedy , Development of CM .

		Hathaway , Jr 116 Essays at Large
Munson Aldrich Havens	PERSON	... 342 Fiction , The Case of
H. W. Boynton	PERSON	393 Fiction , Recent
William Morton Payne	PERSON	, 88 , 213 , 294 , 454 Flemish Painters , Two Famous
Walter Cranston	PERSON	Lamed ... 112 French and Indian War in
America	LOCATION	, The
Annie Heloise Abel	PERSON	252 French Novelists , Latter-Day ...
Roy Temple House 404 Government	ORGANIZATION	,
Psychology of Edward C. Hayes 13 Grandisonian Manner	ORGANIZATION	, The 75 Grove 's Dictionary op Music , A New Volume of .

		.


George P. Upton	PERSON	86
Henley 's Literary Monument H. W. Boynton	ORGANIZATION	453 Heredity , Larger Problems of
T. D. A. Cockerell	PERSON	59
Hindoo Dramas	PERSON	, Some
Charles Leonard Moore	PERSON	... 239
Holiday Publications	ORGANIZATION	,
1908	DATE	406 , 458 Hood as a Serious Poet
Henry Seidel Canhy	PERSON	199 Humanism in Education 237
Italy	LOCATION	,
Eighteenth Century	ORGANIZATION	, Music and Comedy in .


F. B. R. Hellems	PERSON	401
Italy	LOCATION	's Liberator Saint
Louis James Block 83 Keats	PERSON	,
John	PERSON	, Drama of
W. E. Simonds	PERSON	341
Korea	LOCATION	, Tragedy of
Frederic Austin Ogg	PERSON	289 Labrador , Unknown , A Woman in
Munson A. Havens	PERSON	286 Lie ,
Jonas	PERSON	27 Literature , Solidarity of
Charles Leonard Moore	PERSON	... 29
Literary Period	ORGANIZATION	, Study of a Great
Martin W. Sampson	PERSON	11 '' Little Giant '' of
Illinois	LOCATION	, The
Clarence Walworth Alvord	PERSON	... 211 Morality Plays , Two Modern
Edward E. Hale	PERSON	, Jr. ... • 36 Music and Musicians ,
Fifty Years of Percy F. Bicknell 206 Napoleon	ORGANIZATION	as a Councillor Saw Him
Henry E. Bourne 86 Norton	PERSON	,
Charles Eliot	PERSON	277
Norway	LOCATION	to
Alaska	LOCATION	in a Herring Boat
Percy F. Bicknell 80 Orient	PERSON	, Unrest of the
Frederic Austin Ogg	PERSON	58 IV .

		INDEX
PAQB Philippines	LOCATION	, Guide to the Study of the
James A. Le Roy	PERSON	.

		116 Painting , Modern -- Chiefly British
Walter Cranston Lamed	PERSON	.

		.

		340 Parnassus , The Ascent of 51
Pearl	LOCATION	, The
