		From the collection of the o Prepnger ^ V J -LSB- j ^ ibrary b t '' w
San Francisco	LOCATION	,
California	LOCATION	2007 Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit36browrich ^ / SU dorxAjr ^ THE DIAL oA Semi-Monthly Journal of Literary Criticism , Discussion , and Information VOLUME XXXVI .


January 1	DATE	to
June 16 , 1904	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1904	DATE	INDEX TO VOLUME XXXVI .

		PAGE Animal Book ,
Ax American Wallace Rice 360 Armstrong	ORGANIZATION	and the
Hampton School Fercy F. Bicknell	ORGANIZATION	... 143 Arnold .

		Edwin 227 Astronomy .

		Reconstructions of the Old
Herbert A. Howe 233 Beecher	PERSON	.

		Abbott 's Life of .


Mary Eleanor Barrows	PERSON	... 42
Bismarck	PERSON	and his
Emperor Lewis A. Rhodes	PERSON	... 39 Byron in Definitive Form
Melville B. Anderson	PERSON	... 389
Chelsea Sage	ORGANIZATION	.

		New Letters of the
Fercy F. Bicknell	PERSON	... 231 Christianity versus
Dogma T. D. A. Cockerell	PERSON	... 296 Clothes and Costume in
America	LOCATION	May
Estelle Cook	PERSON	... 46 Cod-Fisheries .

		A Polemic on
W. D. Foulke 37 Cookery Books	ORGANIZATION	.

		The Charm of
Waldo R. Browne	PERSON	... 84
Darwin Criticisms of T. D. A. Cockerell ... 196 Dramas	ORGANIZATION	.

		Two
Poetic William Morton Fayne	PERSON	... 319 Earth Some New Theories of the H Foster Bain 395 Education , Recent Books on
Henry Davidson Sheldon	PERSON	.

		.

		263 Empire .

		The Course and
Laws of A.M. Wergeland 13 E.SSAYS Cogent on Various Themes Frederic Austin Ogg	ORGANIZATION	... 323 Expansion .

		A
Century of Frederic Austin Ogg	ORGANIZATION	... 47 Fiction , Recent
William Morton Payne	PERSON	18,118 366 Flower Books .

		An
Era of Alice Morse Earle	ORGANIZATION	... 355
Germany	LOCATION	.

		Modern .

		An Epitome of
James Taft Hatfield	PERSON	... 294 History of our Country , A
Composite F. H. Hodder 79 Home	ORGANIZATION	.

		Problems of the
Edith Granger	PERSON	260 Humor .

		The
Saving Grace of Fercy F. Bicknell	ORGANIZATION	... 107
Italy	LOCATION	.

		Books about
Anna Benneson McMahan	PERSON	.

		.

		298 Japanese .

		The at Close Range
William Elliot Griffis	PERSON	... 327
Jefferson	PERSON	.

		A
Southerner 's Life of James Oscar Fierce	ORGANIZATION	... 262 JOKAI MOR 315 Librarian as Critic , The
Lina Brown	PERSON	Reed ... 73 Libraries .

		Net Prices and 71
Library Management and Methods	ORGANIZATION	.

		Modern ... A ksel
G. S. Josephson	PERSON	... 82 Lincoln , An Old-New Biography of
Charles H. Cooper	PERSON	... 234 LiTTLEGRANGE .

		The
Laird OF W. R. Brownc	ORGANIZATION	393
London	LOCATION	on
London	LOCATION
T. D. A. Cockerell	PERSON	... 11 Major-General From
Ensign	PERSON	to
Fercy F. Bicknell	PERSON	... 77 Man as the Centre of the
Universe Herbert A. Howe	PERSON	148 Man of Action , An American
W. H. Johnson	PERSON	325
Massachusetts	LOCATION	War Governor
Fercy F. Bicknell	PERSON	... 317 Moths ,
American T. D. A. Cockerell	PERSON	... 41
Munchhausen	PERSON	, a Seventeenth Century
John J. Halsey	PERSON	44 Mushroom Book .

		An American
Thomas H. Macbride	PERSON	... 238 Music and Musicians Books on
Ingram A. Fyle 396 Navies	ORGANIZATION	, British and
American Wallace Rice 292 Novels	ORGANIZATION	.

		Notes on New 22 , 368 Pater ,
Walter	PERSON	, in Perspective
Mary Eleanor Barrows	PERSON	... 1 40
Pepys	PERSON	, a Latter Day
Josiah Renick Smith	PERSON	... 152
Philippine Islands	LOCATION	.

		Beginnings of Spanish Rule in the
Faul S. Reinsch	PERSON	192 Philosophy and
Life A. K. Rogers	PERSON	328 Poetry , Recent American
William Morton Fayne	PERSON	... 198 Poetry , The Rejection of 353 Preacher of the
Larger Hope	ORGANIZATION	.

		A
