		From the collection of the d Prepnger ^ iJibrary
San Francisco	LOCATION	,
California	LOCATION	2007 1845 1847 l : i53 \ i LI3RA?vY ESTABLISHED 1 ^ 72 LAWRENCE , MmSS .

		Digitized by the Internet Archive in
2007	DATE	with funding from IVIicrosoft Corporation http://www.archive.org/details/dialliterarycrit39browrich THE DIAL oA Semi-Mmtbly Journal of LiterarylCriticism , Discussion , and Information ^ J VOLUME XXXIX .


July 1	DATE	to
December 16	DATE	, 190J
CHICAGO	LOCATION	THEj ^ DIAL COMPANY , PUBLISHERS
1905	DATE	l?e - f. INDEX TO VOLUME XXXIX .

		PAGE Administrative Law , Studies es ''
David Y. Thomas	PERSON	304
America	LOCATION	, A Frenchman 's Rhapsody on
Percy F. Bicknell	PERSON	162 American Colonial Enterprise
John J. Halsey	PERSON	270 Ancients , Most Readable of the
Paul Shorey	PERSON	233 Antarctic Ice , Amidst .


Charles Atwood Kofoid	PERSON	... 432 Books and Shoes 365 Books of the
Fall Season	ORGANIZATION	,
1905	DATE	155 BoYLAND , Backward Glances at
Sara Andrew Shafer	PERSON	... 375
Brookfield Memoirs	ORGANIZATION	, The
Percy F. Bicknell	PERSON	370 Btron Self-Revealed
Anna B. McMahan	PERSON	235 Ceramic Art , Beginnings of the
Arthur Howard Noll	PERSON	... 301
City Made Beautiful	ORGANIZATION	, The
Ralph Clarkson	PERSON	15 Criticism , Clan ` ntsh 103 Criticism , The Problem of
Charles Leonard Moore	PERSON	... 7 Drama , The Case of the 195 Economic Facts and Fancies
Arthur B. Woodford	PERSON	... 110 Empire , The Necessity of
Frederic Austin Ogg	PERSON	... 88
England	LOCATION	, A New History of
E. D. Adams	PERSON	38
England	LOCATION	, Modern , Men and Movements ov ...
F. D. Adams	PERSON	90
England	LOCATION	's Later Years
E. D. Adams	PERSON	435 English Parson , A Radical
Percy F. Bicknell	PERSON	80 English Reformer , Autobiography of an
Edith J. R. Isaacs	PERSON	106 English Statesman of the Old School , An ...
Lawrence J. Burpee	PERSON	... 58 Far East , Two Recent Books on the
H. Parker Willis	PERSON	36 Fiction , Recent
WUliam M. Payne	PERSON	.

		40 , 112 , 207 , 307 Fishes ,
Natural History	ORGANIZATION	of
Charles Atwood Kofoid	PERSON	... 84
FitzGerald	ORGANIZATION	,
Edward	ORGANIZATION	.

		A Schoolmate of
Percy F. Bicknell	PERSON	10 Folk-Songs ,
