		From the collection of the TD T o
Jrrelinger Tin Jj	ORGANIZATION	ibrary
San Francisco	LOCATION	,
California	LOCATION	2006 1845 1847 V N V ^ NCE PU3 ; / C J LIBRARY ESTABLISHED Ib72 r * ft o * ~ ~ ^ KtNCL , iWvbo .

		THE DIAL Semi - Monthly Journal of Literary Criticism , Discussion , and Information VOLUME XLIX .

		JULY \ TO
DECEMBER 16 , 1910	DATE	CHICAGO THE DIAL COMPANY , PUBLISHERS
1910	DATE	INDEX TO VOLUME XLLX .

		PAOB
ALASKA	LOCATION	TO
DARIEN	LOCATION
Charles Atwood Kofoid	PERSON	... 65
AMERICA	LOCATION	, A FRIEND OF 3 AMERICAN ACADEMY , THE .

		.

		605 AMERICAN CLASSICS , Two RECENT
Charles Leonard Moore	PERSON	... 105 AMERICAN EDUCATOR , A GREAT
Lewis A. Rhoades	PERSON	35 ARCHITECTURAL BACKGROUND OK LITERATURE , THE 53 ART , THE LAW AND GOSPEL OF
Frederick W. Gookin	PERSON	... 281 AMERICAN VERSE , SOME VOLUMES OF
William Morton Payne	PERSON	... 91 ANT , GOING TO THE
Charles Atwood Kofoid	PERSON	... 11 ARTIST , A CELEBRATED , DIVERTING DIGRESSIONS OF .

		.


Percy F. Bicknell	PERSON	464 BARRISTER , MEMOIRS OF A PUSHFUL : 60 BEAUTY OF THE WORLD , THE .


Edward E. Hale	PERSON	, Jr 462 BOCCACCIO AND HIS DECAMERON
H. W. Boynton	PERSON	1 78 BOOKS OF THE FALL SEASON ,
1910	DATE	167
CAMBRIDGE	LOCATION	HISTORY OF ENGLISH LITERATURE ... Lane
Cooper	PERSON	. '

		.

		61
CANADA	LOCATION	, THE NAVAL CONQUEST OF
Lawrence J. Burpee	PERSON	... 9 '' CHANTECLER '' IN ENGLISH
Lewis Piaget Shanks	PERSON	... 84 CHARACTER AND TEMPERAMENT , TALKS ON
Paul Shorey	PERSON	375 CHATEAUBRIAND IN
ENGLAND	LOCATION
Warren Barton Blake	PERSON	... -71
CHINA	LOCATION	'S `` OLD BUDDHA ''
Payson	PERSON	J. Treat .

		~ 1X CIVIL WAR , A CONFEDERATE 'S HISTORY OF THE ...
James M. Garnett	PERSON	180 CULTURE , THE MYSTERY OF _ 7 DRAMA , CURRENT , VARIETY IN
Richard Barton	PERSON	'' > ' _ '' _ ' DRAMA , DOING SOMETHING FOR THE _ < ' '' DRAMAS , SOME RECENT
Anna Benneson McMahan	PERSON	... 68 DUAL PERSONALITY , THE STORY OF A
Percy F. Bicknell	PERSON	327 ENGLISH TEACHER , REMINISCENCES OF AN
Henry E. Bourne	PERSON	232 FANATIC , AN ILLUSTRIOUS
W. H. Johnson	PERSON	325 FICTION , A GUIDE-BOOK TO
Henry Seidel Canby	PERSON	380 FICTION AND FACT 169 FICTION , RECENT
William Morton Payne	PERSON	.

		39 , 286 FICTION , THE FIELD OF
Stephen Faunce Sears	PERSON	... 11
FRANCE	LOCATION	, ANATOLE
Henry Seidel Canby	PERSON	'' > -LRB- | 7 FRENCH LITERATURE , NEW STUDIES IN
Richard Burton	PERSON	14 FRENCH REVOLUTION , A RUSSIAN REVOLUTIONARY ON THE
Henry E. Bourne 90 GALAHAD	PERSON	, A , OF THE MARKET-PLACE
Percy F. Bicknell	PERSON	32
GERMANY	LOCATION	IN
AMERICA	LOCATION
W. H. Carruth	PERSON	13 GERMAN ROMANTICISM , AN ENGLISH TREATMENT OF .

		.


Allen Wilson Porterfield	PERSON	... '' > 7 1 GIFTED WOMAN , MEMORIALS OF A
Annie Russell	PERSON	Marble ... 176 GROVE 'S DICTIONARY COMPLETED
George P. Upton	PERSON	284 HISTORICAL WRITING , A NEW THING IN
Charles Leonard Moore	PERSON	... 372 HISTORY , GENERAL , AN AMERICAN SERIES OF ...
Ephraim D. Adams	PERSON	285 HOLIDAY PUBLICATIONS ,
1910	DATE	469 , 524 INDIAN , THE , AND HIS PROBLEM Fayette A very Me Kenzie ... 228 LABOR IN
AMERICA	LOCATION	, A HISTORY OF
M. B. Hammond	PERSON	235 LAKE GEORGE AND LAKE CHAMPLAIN
Lawrence J. Burpee	PERSON	89 LANDSCAPE PAINTER , THE , IN LIFE AND LITERATURE .


Charles Leonard Moore	PERSON	... 447 LITERARY LOVES AND HATES , OUR 79 LITERATURE , ORIGINALITY IN
Charles Leonard Moore	PERSON	... 319
LONDON	LOCATION	, A CHILD OF THE ORIENT IN
Percy F. Bicknell	PERSON	' - '' - '' MODJESKA IN
POLAND	LOCATION	AND AMERICA
Percy F. Bicknell	PERSON	'' ~ '' MOTLEY , THE FAMILY LIFE OF
William Elliot Griffis	PERSON	... 67 Music IN
ENGLAND Louis James Block Music	ORGANIZATION	, MEANINGS OF Louis James Block ' - ' '' I MUSSET , THE CENTENARY OF ...
Lewis Piaget Shanks	PERSON	... 363 NATURE 'S GAME OF HIDE-AND-SEEK ... .

		.


T. D. A. Cockerell	PERSON	' * '' > NATURE 'S WALKING DELEGATES May
Estelle Cook	PERSON	'' - < > ODD-JOB MAN , LIFE STORY OF AN
Percy F. Bicknell	PERSON	110 INDEX m. PAGE
PARIS	LOCATION	, THE NEWEST BOOK OF
Warren Barton Blake	PERSON	... 466 PEACEMAKER , LIFE OF A STRENUOUS _ .

		.


Percy F. Bicknell 8 PEARY	PERSON	, To THE POLE WITH
Percy F. Bicknell	PERSON	280 PEOPLE 'S PERSONALITY , A 217 POET OF THE WORLD , A
William Morton Payne	PERSON	... 455 POETS , Two 317 POLK , PRESIDENT
Ephraim Douglass Adams	PERSON	.

		.

		376 PRINTSELLER , A VETERAN , NOTES OF
Frederick W. Gookin	PERSON	... 467 PROSE IN
AMERICA	LOCATION	, MASTERS OF
Clark S. Northup	PERSON	37 PUBLICIST , A , OF Two NATIONS
John Bascom	PERSON	514 RELIGIOUS HISTORY , A HANDBOOK OF
Joseph H. Crooker	PERSON	334 RIGHTEOUSNESS , A PROPHET OF 361 ROMANTICISM IN LITERATURE AND LIFE ... .


Lewis Piaget Shanks	PERSON	... 329 ROOSEVELT 'S JUNGLE BOOK
Percy F. Bicknell	PERSON	173 SEVENTEENTH CENTURY LYRISTS , GREATEST OF THE .

		.


James W. Tupper 87 SHAW	PERSON	, MR. , BY AND ABOUT
Edith Kellogg Dunton	PERSON	... 283 '' SICHELIZING , '' THE GENTLE ART OF
W. L. Cross	PERSON	115 ''
SMITH	PERSON	, - APPRAISED BY ''
Charles H. Caffin	PERSON	175 SOCIAL REGENERATION , TWENTY YEARS OF
W. H. Carruth	PERSON	459 SOUTH , A LITERARY HISTORY OF THE
Killis Campbell	PERSON	331 SOUTH , PROBLEMS OF THE : AN AMERICAN VIEW ...
David Y. Thomas	PERSON	112 SOUTH , PROBLEMS OF THE : AN ENGLISH VIEW ...
Walter L. Fleming	PERSON	114 TRADITIONS , THE , AND THE NEW AGE ... .

		.


Charles Leonard Moore	PERSON	... 219 TOLSTOY 445 TOLSTOY 'S ATTITUDE TOWARD THE WOMAN PROBLEM .

		.

		Amalie K. Boguslawsky ... 449 UNRETICENT MEMOIRS , A VOLUME OF
Margaret C. Anderson	PERSON	... 85
VENICE	LOCATION	IN HER DECADENCE H. .

		C. Chatfteld -
Taylor	PERSON	... 515 WORLD , THE , AND
MR. CHESTERTON Edith Kellogg Dunton	PERSON	... 230 ANNOUNCEMENTS OF FALL BOOKS ,
1910	DATE	189 , 243 CASUAL COMMENT 5 , 29 , 56 , 81 , 108 , 170 , 221 , 275 , 331 , 366 , 451 , 510 BRIEFS ON NEW BOOKS ... 15 , 43 , 69 , 93 , 117 , 183 , 238 , 289 , 335 , 384 BRIEFER MENTION 18 , 45 , 72 , 96 , 120 , 186 , 292 , 387 NOTES 19 , 45 , 73 , 96 , 121 , 187 , 242 , 293 , 338 , 388 , 482 , 534 TOPICS IN LEADING PERIODICALS ' 20,74,121,248,340 , 483 LISTS OF NEW BOOKS 20 , 46 , 74 , 97 , 122 , 248 , 294 , 340 , 389 , 484 , 535 SEASON 'S BOOKS FOR THE YOUNG ,
1910	DATE	.

		477 , 534 PAGE Academicism , The Reproach of 510 Advertising Mystery , An 172 Aeronautical Effects in Literature 277
A. L. A. Conference	PERSON	for
1911	DATE	in
